frame_index,reference_frame,middle_frame,current_frame,similarity,delete_frame,delete_range,memory_size,matching_points,orb_runtime_ms,lightglue_runtime_ms,runtime_ms,confidence,semantic_similarity,final_similarity,spatial_alpha,average_displacement,median_displacement,maximum_displacement,depth_runtime_ms,geometry_similarity,depth_difference,depth_metric,depth_cache_hit_reference,depth_cache_hit_current,memory_state,policy,transition,unified_memory_score,geometry_confidence,intent_state,estimator,decision,window_before,window_after,pose_x,pose_z,pose_yaw,pose_pitch,delta_x,delta_z,local_delta_x,local_delta_z,delta_yaw,delta_pitch,movement_magnitude,rotation_magnitude,pose_confidence,pose_delta_position,view_state,view_confidence,view_pose_distance,view_yaw_delta,nearest_view_frame_id,key_anchor_frame_id,key_anchor_type,key_anchor_reason,memory_selection_mode,memory_selection_target,memory_selection_anchor_type,memory_selection_reason,trajectory_motion_state,trajectory_direction,trajectory_frames,trajectory_distance,trajectory_should_progress,trajectory_confidence,revisit_gate_allow_retrieve,revisit_gate_allow_soft_reuse,revisit_gate_force_progress,revisit_gate_protect_current,revisit_gate_reason,selection_is_hard_retrieve,selection_is_soft_reuse,selection_is_progress,view_intent,move_intent,has_view_motion,has_move_motion,action_explanation,use_pose_memory
69,40,55,59,0.9604462236166,53,53-54-55,9,225280,0.0,0.0,154.17701471596956,0.9604462236166,0.9604462236166,0.9604462236166,0.0,0.0,0.0,0.0,154.17701471596956,0.9604462236166,0.03955377638339996,l1,True,False,KEEP,physmem_rule,view_revisit_retrieve_memory|view=Revisit|selection=current_window|trajectory=Starting:right|prev=KEEP,0.5867589045507313,0.9604462236166,Viewpoint Locomotion,depth,physmem_keep,0 38 40 53 54 55 56 57 58,0 38 40 56 57 58 59 60 61,0.31089297106798475,7.298264366462158,-0.29947916232049465,0.0,0.3212986168525105,0.08875988137955779,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.5256722305105771,0.0697505881274062,0.2994791641831398,47,,,,current_window,,,view_state=Revisit,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,False,False,False,Turn Left,Right,True,True,viewpoint_locomotion,True
72,40,58,62,0.9627077542245388,38,38-56,9,225280,0.0,0.0,194.8352879844606,0.9627077542245388,0.9627077542245388,0.9627077542245388,0.0,0.0,0.0,0.0,194.8352879844606,0.9627077542245388,0.0372922457754612,l1,True,False,INSERT,physmem_rule,trajectory_right_progress|trajectory_progress_bypasses_insert_hysteresis|view=Revisit|selection=progress_anchor|trajectory=Progressing:right|prev=KEEP,0.5851590619706585,0.9627077542245388,Viewpoint Locomotion,depth,physmem_insert,0 38 40 56 57 58 59 60 61,0 40 57 58 59 60 61 62 63,0.6263022603063699,7.4060980253817466,-0.35937499441206455,0.0,0.3154092892383852,0.10783365891958879,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.6444299012182546,0.01996229369068248,0.2395833320915699,50,62,forward_anchor,trajectory_right_progress,progress_anchor,,,trajectory_right_progress,Progressing,right,2,0.6666666865348816,True,1.0,False,False,True,False,trajectory_right_progress,False,False,True,Turn Left,Right,True,True,viewpoint_locomotion,True
75,57,60,64,0.9652967154979706,58,58-59-60,9,225280,0.0,0.0,205.02165891230106,0.9652967154979706,0.9652967154979706,0.9652967154979706,0.0,0.0,0.0,0.0,205.02165891230106,0.9652967154979706,0.03470328450202942,l1,False,False,KEEP,physmem_rule,selection_protect_current|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=INSERT,0.6593134197336294,0.9652967154979706,Turn Right,depth,physmem_keep,0 40 57 58 59 60 61 62 63,0 40 57 61 62 63 64 65 66,0.6263022603063699,7.4060980253817466,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,62,,,,protect_current,,,view_transition,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,Turn Right,None,True,False,viewpoint_change,True
78,57,63,67,0.9565852172672749,61,61-62-63,9,225280,0.0,0.0,158.00316631793976,0.9565852172672749,0.9565852172672749,0.9565852172672749,0.0,0.0,0.0,0.0,158.00316631793976,0.9565852172672749,0.04341478273272514,l1,True,False,KEEP,physmem_rule,selection_protect_current|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5561308682719996,0.9565852172672749,Turn Right,depth,physmem_keep,0 40 57 61 62 63 64 65 66,0 40 57 64 65 66 67 68 69,0.6263022603063699,7.4060980253817466,5.587935447692871e-09,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,62,,,,protect_current,,,view_transition,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,Turn Right,None,True,False,viewpoint_change,True
81,57,66,70,0.9529098384082317,64,64-65-66,9,225280,0.0,0.0,141.56570378690958,0.9529098384082317,0.9529098384082317,0.9529098384082317,0.0,0.0,0.0,0.0,141.56570378690958,0.9529098384082317,0.047090161591768265,l1,True,False,KEEP,physmem_rule,view_revisit_retrieve_memory|view=Revisit|selection=current_window|trajectory=Starting:backward|prev=KEEP,0.46128561518284505,0.9529098384082317,Viewpoint Locomotion,depth,physmem_keep,0 40 57 64 65 66 67 68 69,0 40 57 67 68 69 70 71 72,0.6329749899874267,7.072831476786702,-0.04003905691206455,0.0,0.006672729681056797,-0.3332665485950444,0.0,-0.3333333432674408,-0.0400390625,0.0,0.33333334326744085,0.0400390625,1.0,0.33333334326744085,Revisit,0.7466416865158421,0.29423948713757336,0.0400390587747097,45,,,,current_window,,,view_state=Revisit,Starting,backward,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,False,False,False,Turn Left,Backward,True,True,viewpoint_locomotion,True
84,57,69,73,0.9367318078875542,40,40-67,9,225280,0.0,0.0,138.79398489370942,0.9367318078875542,0.9367318078875542,0.9367318078875542,0.0,0.0,0.0,0.0,138.79398489370942,0.9367318078875542,0.06326819211244583,l1,True,False,INSERT,physmem_rule,pose_forward_progression_preserve_progression|view=Known View|selection=current_window|trajectory=Starting:forward|prev=KEEP,0.4515005381895115,0.9367318078875542,Viewpoint Locomotion,depth,physmem_insert,0 40 57 67 68 69 70 71 72,0 57 68 69 70 71 72 73 74,0.6129568015408449,8.072631092775485,5.587935447692871e-09,0.0,-0.020018188446581885,0.9997996159887826,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0,Known View,0.20853758754293916,0.666666656732559,0.359375,62,73,forward_anchor,forward_progression,current_window,,,view_state=Known View,Starting,forward,1,1.0,False,0.75,False,False,False,False,known_view_blocked_by_motion:1.0000,False,False,False,Turn Right,Walk,True,True,viewpoint_locomotion,True
87,68,71,75,0.9662701971828938,57,57-69,9,225280,0.0,0.0,106.79938038811088,0.9662701971828938,0.9662701971828938,0.9662701971828938,0.0,0.0,0.0,0.0,106.79938038811088,0.9662701971828938,0.03372980281710625,l1,False,False,INSERT,physmem_rule,trajectory_forward_progress|trajectory_progress_bypasses_insert_hysteresis|view=Novel View|selection=progress_anchor|trajectory=Progressing:forward|prev=INSERT,0.5725529787501968,0.9662701971828938,Walk,depth,physmem_insert,0 57 68 69 70 71 72 73 74,0 68 70 71 72 73 74 75 76,-0.05370987940610128,9.072631096500775,5.587935447692871e-09,0.0,-0.6666666809469461,1.0000000037252903,-0.6666666865348816,1.0,0.0,0.0,1.2018504361755658,0.0,1.0,1.2018504361755658,Novel View,0.5,1.2018504361755658,0.0,73,,,,progress_anchor,,,trajectory_forward_progress,Progressing,forward,2,2.201850436175566,True,1.0,False,False,True,False,trajectory_forward_progress,False,False,True,None,Walk,False,True,locomotion,True
90,70,73,77,0.9080775007605553,68,68-71,9,225280,0.0,0.0,162.77393931522965,0.9080775007605553,0.9080775007605553,0.9080775007605553,0.0,0.0,0.0,0.0,162.77393931522965,0.9080775007605553,0.09192249923944473,l1,False,False,INSERT,physmem_rule,trajectory_forward_progress|view=Novel View|selection=progress_anchor|trajectory=Progressing:forward|prev=INSERT,0.42301926861547784,0.9080775007605553,Walk,depth,physmem_insert,0 68 70 71 72 73 74 75 76,0 70 72 73 74 75 76 77 78,0.27962346944927496,10.07263109463813,5.587935447692871e-09,0.0,0.33333334885537624,0.9999999981373549,0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,75,,,,progress_anchor,,,trajectory_forward_progress,Progressing,forward,3,3.2559429927064665,True,1.0,False,False,True,False,trajectory_forward_progress,False,False,True,None,Walk,False,True,locomotion,True
93,72,75,79,0.9689408298581839,70,70-73,9,225280,0.0,0.0,171.09855357557535,0.9689408298581839,0.9689408298581839,0.9689408298581839,0.0,0.0,0.0,0.0,171.09855357557535,0.9689408298581839,0.03105917014181614,l1,False,False,INSERT,physmem_rule,trajectory_forward_progress|trajectory_progress_bypasses_insert_hysteresis|view=Novel View|selection=progress_anchor|trajectory=Progressing:forward|prev=INSERT,0.5252901533805265,0.9689408298581839,Viewpoint Locomotion,depth,physmem_insert,0 70 72 73 74 75 76 77 78,0 72 74 75 76 77 78 79 80,0.5726613008949158,11.085172425683675,-0.08007811941206455,0.0,0.2930378314456409,1.0125413310455458,0.3333333432674408,1.0,-0.080078125,0.0,1.0540925565309005,0.080078125,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309,0.080078125,77,79,forward_anchor,trajectory_forward_progress,progress_anchor,,,trajectory_forward_progress,Progressing,forward,4,4.310035549237367,True,1.0,False,False,True,False,trajectory_forward_progress,False,False,True,Turn Left,Walk,True,True,viewpoint_locomotion,True
96,74,77,81,0.9510275684297085,72,72-75,9,225280,0.0,0.0,183.31238580867648,0.9510275684297085,0.9510275684297085,0.9510275684297085,0.0,0.0,0.0,0.0,183.31238580867648,0.9510275684297085,0.04897243157029152,l1,False,False,INSERT,physmem_rule,trajectory_forward_progress|trajectory_progress_bypasses_insert_hysteresis|view=Novel View|selection=progress_anchor|trajectory=Progressing:forward|prev=INSERT,0.5869887408265426,0.9510275684297085,Viewpoint Locomotion,depth,physmem_insert,0 72 74 75 76 77 78 79 80,0 74 76 77 78 79 80 81 82,0.5326329410680916,12.084370969722633,5.587935447692871e-09,0.0,-0.040028359826824275,0.9991985440389584,0.0,1.0,0.080078125,0.0,1.0,0.080078125,1.0,1.0,Novel View,0.5,0.9999999999999993,0.080078125,79,,,,progress_anchor,,,trajectory_forward_progress,Progressing,forward,5,5.310035549237367,True,1.0,False,False,True,False,trajectory_forward_progress,False,False,True,Turn Right,Walk,True,True,viewpoint_locomotion,True
99,76,79,83,0.960893027484417,74,74-77,9,225280,0.0,0.0,161.5229668095708,0.960893027484417,0.960893027484417,0.960893027484417,0.0,0.0,0.0,0.0,161.5229668095708,0.960893027484417,0.03910697251558304,l1,False,False,INSERT,physmem_rule,trajectory_forward_progress|trajectory_progress_bypasses_insert_hysteresis|view=Novel View|selection=progress_anchor|trajectory=Progressing:forward|prev=INSERT,0.6200017427018403,0.960893027484417,Walk,depth,physmem_insert,0 74 76 77 78 79 80 81 82,0 76 78 79 80 81 82 83 84,0.1992996033885862,13.084370971585278,5.587935447692871e-09,0.0,-0.33333333767950535,1.0000000018626451,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,81,,,,progress_anchor,,,trajectory_forward_progress,Progressing,forward,6,6.364128105768267,True,1.0,False,False,True,False,trajectory_forward_progress,False,False,True,None,Walk,False,True,locomotion,True
102,78,81,85,0.9474478028714657,76,76-79,9,225280,0.0,0.0,163.26308203861117,0.9474478028714657,0.9474478028714657,0.9474478028714657,0.0,0.0,0.0,0.0,163.26308203861117,0.9474478028714657,0.05255219712853432,l1,False,False,INSERT,physmem_rule,trajectory_forward_progress|trajectory_progress_bypasses_insert_hysteresis|view=Novel View|selection=progress_anchor|trajectory=Progressing:forward|prev=INSERT,0.6023747177473622,0.9474478028714657,Walk,depth,physmem_insert,0 76 78 79 80 81 82 83 84,0 78 80 81 82 83 84 85 86,-0.13403373429091914,14.084370973447923,5.587935447692871e-09,0.0,-0.33333333767950535,1.0000000018626451,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,83,85,forward_anchor,trajectory_forward_progress,progress_anchor,,,trajectory_forward_progress,Progressing,forward,7,7.418220662299167,True,1.0,False,False,True,False,trajectory_forward_progress,False,False,True,None,Walk,False,True,locomotion,True
105,80,83,87,0.9868670245632529,78,78-81,9,225280,0.0,0.0,161.4545937627554,0.9868670245632529,0.9868670245632529,0.9868670245632529,0.0,0.0,0.0,0.0,161.4545937627554,0.9868670245632529,0.013132975436747074,l1,False,False,INSERT,physmem_rule,trajectory_forward_progress|trajectory_progress_bypasses_insert_hysteresis|view=Revisit|selection=progress_anchor|trajectory=Progressing:forward|prev=INSERT,0.6439057229420304,0.9868670245632529,Walk,depth,physmem_insert,0 78 80 81 82 83 84 85 86,0 80 82 83 84 85 86 87 88,0.19929961270181207,14.75103765812016,5.587935447692871e-09,0.0,0.3333333469927312,0.6666666846722364,0.3333333432674408,0.6666666865348816,0.0,0.0,0.7453560147132695,0.0,1.0,0.7453560147132695,Revisit,0.5030959901911536,0.7453560147132695,0.0,85,,,,progress_anchor,,,trajectory_forward_progress,Progressing,forward,8,8.163576677012436,True,1.0,False,False,True,False,trajectory_forward_progress,False,False,True,None,Walk,False,True,locomotion,True
108,82,85,89,0.9442965425550938,83,83-84-85,9,225280,0.0,0.0,185.9467369504273,0.9442965425550938,0.9442965425550938,0.9442965425550938,0.0,0.0,0.0,0.0,185.9467369504273,0.9442965425550938,0.055703457444906235,l1,False,False,KEEP,physmem_rule,view_revisit_retrieve_memory|view=Revisit|selection=current_window|trajectory=Starting:right|prev=INSERT,0.4215138235781797,0.9442965425550938,Right,depth,physmem_keep,0 80 82 83 84 85 86 87 88,0 80 82 86 87 88 89 90 91,0.5326329559692529,14.751037656257514,5.587935447692871e-09,0.0,0.3333333432674408,-1.8626452047421083e-09,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.3333333432674408,Revisit,0.7777777711550394,0.3333333432674408,0.0,87,,,,current_window,,,view_state=Revisit,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,False,False,False,None,Right,False,True,lateral_motion,True
111,82,88,92,0.9457367584109306,86,86-87-88,9,225280,0.0,0.0,75.36416174843907,0.9457367584109306,0.9457367584109306,0.9457367584109306,0.0,0.0,0.0,0.0,75.36416174843907,0.9457367584109306,0.054263241589069366,l1,True,False,KEEP,physmem_rule,selection_protect_current|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5690055527542701,0.9457367584109306,Turn Left,depth,physmem_keep,0 80 82 86 87 88 89 90 91,0 80 82 89 90 91 92 93 94,0.5326329559692529,14.751037656257514,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,89,92,turn_anchor,view_transition,protect_current,,,view_transition,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,Turn Left,None,True,False,viewpoint_change,True
114,82,91,95,0.9301172941923141,89,89-90-91,9,225280,0.0,0.0,65.44408993795514,0.9301172941923141,0.9301172941923141,0.9301172941923141,0.0,0.0,0.0,0.0,65.44408993795514,0.9301172941923141,0.06988270580768585,l1,True,False,KEEP,physmem_rule,selection_protect_current|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5778839437487027,0.9301172941923141,Turn Left,depth,physmem_keep,0 80 82 89 90 91 92 93 94,0 80 82 92 93 94 95 96 97,0.5326329559692529,14.751037656257514,-0.35937499441206455,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,89,,,,protect_current,,,view_transition,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,Turn Left,None,True,False,viewpoint_change,True
117,82,94,98,0.930826909840107,92,92-93-94,9,225280,0.0,0.0,73.53910710662603,0.930826909840107,0.930826909840107,0.930826909840107,0.0,0.0,0.0,0.0,73.53910710662603,0.930826909840107,0.06917309015989304,l1,True,False,KEEP,physmem_rule,view_revisit_retrieve_memory|view=Revisit|selection=current_window|trajectory=Starting:left|prev=KEEP,0.5092961529687265,0.930826909840107,Viewpoint Locomotion,depth,physmem_keep,0 80 82 92 93 94 95 96 97,0 80 82 95 96 97 98 99 100,0.21722366673086768,14.643203997337926,-0.29947916232049465,0.0,-0.3154092892383852,-0.10783365891958879,-0.3333333432674408,0.0,0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.4992971676336348,0.10931317446005465,0.2994791679084301,87,,,,current_window,,,view_state=Revisit,Starting,left,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,False,False,False,Turn Right,Left,True,True,viewpoint_locomotion,True
