frame_index,reference_frame,middle_frame,current_frame,similarity,delete_frame,delete_range,memory_size,matching_points,orb_runtime_ms,lightglue_runtime_ms,runtime_ms,confidence,semantic_similarity,final_similarity,spatial_alpha,average_displacement,median_displacement,maximum_displacement,depth_runtime_ms,geometry_similarity,depth_difference,depth_metric,depth_cache_hit_reference,depth_cache_hit_current,memory_state,policy,transition,unified_memory_score,geometry_confidence,intent_state,estimator,decision,window_before,window_after,pose_x,pose_z,pose_yaw,pose_pitch,delta_x,delta_z,delta_yaw,delta_pitch,movement_magnitude,rotation_magnitude,pose_confidence,pose_delta_position
39,31,34,38,0.9698139671236277,32,32-33-34,9,225280,0.0,0.0,108.2326709292829,0.9698139671236277,0.9698139671236277,0.9698139671236277,0.0,0.0,0.0,0.0,108.2326709292829,0.9698139671236277,0.030186032876372337,l1,False,False,KEEP,physmem_rule,proposal_keep_validated|prev=INSERT,0.6401177194093627,0.9698139671236277,Walk,depth,physmem_keep,0 2 31 32 33 34 35 36 37,0 2 31 35 36 37 38 39 40,0.0,2.3333333134651184,1.862645149230957e-09,0.0,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005
42,31,37,41,0.9464260265231133,35,35-36-37,9,225280,0.0,0.0,58.336049085482955,0.9464260265231133,0.9464260265231133,0.9464260265231133,0.0,0.0,0.0,0.0,58.336049085482955,0.9464260265231133,0.05357397347688675,l1,True,False,KEEP,physmem_rule,proposal_insert_explained_by_camera_motion|prev=KEEP,0.6768594773782296,0.9464260265231133,Turn Left,depth,physmem_keep,0 2 31 35 36 37 38 39 40,0 2 31 38 39 40 41 42 43,0.6666666865348816,3.3333333134651184,-0.04003906063735485,0.0,0.6666666865348816,1.0,-0.0400390625,0.0,1.201850436175566,0.0400390625,1.0,1.201850436175566
45,31,40,44,0.9498429037630558,38,38-39-40,9,225280,0.0,0.0,62.07953789271414,0.9498429037630558,0.9498429037630558,0.9498429037630558,0.0,0.0,0.0,0.0,62.07953789271414,0.9498429037630558,0.0501570962369442,l1,True,False,KEEP,physmem_rule,proposal_insert_explained_by_camera_motion|prev=KEEP,0.6798211087202597,0.9498429037630558,Turn Right,depth,physmem_keep,0 2 31 38 39 40 41 42 43,0 2 31 41 42 43 44 45 46,0.6666666865348816,4.333333313465118,1.862645149230957e-09,0.0,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0
48,31,43,47,0.9580386839807034,2,2-41,9,225280,0.0,0.0,61.2277879845351,0.9580386839807034,0.9580386839807034,0.9580386839807034,0.0,0.0,0.0,0.0,61.2277879845351,0.9580386839807034,0.041961316019296646,l1,True,False,INSERT,physmem_rule,pose_forward_progression_preserve_progression|prev=KEEP,0.431571162923791,0.9580386839807034,Walk,depth,physmem_insert,0 2 31 41 42 43 44 45 46,0 31 42 43 44 45 46 47 48,0.6666666865348816,5.333333313465118,1.862645149230957e-09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
51,42,45,49,0.9259945899248123,31,31-43,9,225280,0.0,0.0,102.58583095856011,0.9259945899248123,0.9259945899248123,0.9259945899248123,0.0,0.0,0.0,0.0,102.58583095856011,0.9259945899248123,0.07400541007518768,l1,False,False,INSERT,physmem_rule,pose_forward_progression_preserve_progression|prev=INSERT,0.5528458839742818,0.9259945899248123,Walk,depth,physmem_insert,0 31 42 43 44 45 46 47 48,0 42 44 45 46 47 48 49 50,-0.3333333134651184,6.333333313465118,1.862645149230957e-09,0.0,-1.0,1.0,0.0,0.0,1.4142135623730951,0.0,1.0,1.4142135623730951
54,44,47,51,0.9791214726865292,45,45-46-47,9,225280,0.0,0.0,106.21372214518487,0.9791214726865292,0.9791214726865292,0.9791214726865292,0.0,0.0,0.0,0.0,106.21372214518487,0.9791214726865292,0.02087852731347084,l1,False,False,KEEP,physmem_rule,proposal_keep_validated|prev=INSERT,0.5822525727859076,0.9791214726865292,Walk,depth,physmem_keep,0 42 44 45 46 47 48 49 50,0 42 44 48 49 50 51 52 53,0.6666666865348816,7.333333313465118,1.862645149230957e-09,0.0,1.0,1.0,0.0,0.0,1.4142135623730951,0.0,1.0,1.4142135623730951
57,44,50,54,0.9579800479114056,42,42-48,9,225280,0.0,0.0,139.07015998847783,0.9579800479114056,0.9579800479114056,0.9579800479114056,0.0,0.0,0.0,0.0,139.07015998847783,0.9579800479114056,0.04201995208859444,l1,True,False,INSERT,physmem_rule,pose_lateral_motion_preserve_progression|prev=KEEP,0.5525777018527778,0.9579800479114056,Left,depth,physmem_insert,0 42 44 48 49 50 51 52 53,0 44 49 50 51 52 53 54 55,0.3333333432674408,7.333333313465118,1.862645149230957e-09,0.0,-0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.3333333432674408
60,49,52,56,0.9846405638381839,50,50-51-52,9,225280,0.0,0.0,102.78808907605708,0.9846405638381839,0.9846405638381839,0.9846405638381839,0.0,0.0,0.0,0.0,102.78808907605708,0.9846405638381839,0.01535943616181612,l1,False,False,KEEP,physmem_rule,proposal_keep_validated|prev=INSERT,0.6086980076918236,0.9846405638381839,Turn Left,depth,physmem_keep,0 44 49 50 51 52 53 54 55,0 44 49 53 54 55 56 57 58,0.6666666865348816,7.333333313465118,-0.11979166232049465,0.0,0.3333333432674408,0.0,-0.1197916641831398,0.0,0.3333333432674408,0.1197916641831398,1.0,0.3333333432674408
63,49,55,59,0.9648769795894623,53,53-54-55,9,225280,0.0,0.0,57.37470998428762,0.9648769795894623,0.9648769795894623,0.9648769795894623,0.0,0.0,0.0,0.0,57.37470998428762,0.9648769795894623,0.03512302041053772,l1,True,False,KEEP,physmem_rule,pose_viewpoint_change_protect_memory|prev=KEEP,0.5721358016597609,0.9648769795894623,Turn Left,depth,physmem_keep,0 44 49 53 54 55 56 57 58,0 44 49 56 57 58 59 60 61,0.6666666865348816,7.333333313465118,-0.29947916232049465,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0
66,49,58,62,0.9797627180814743,56,56-57-58,9,225280,0.0,0.0,53.293761098757386,0.9797627180814743,0.9797627180814743,0.9797627180814743,0.0,0.0,0.0,0.0,53.293761098757386,0.9797627180814743,0.020237281918525696,l1,True,False,KEEP,physmem_rule,proposal_keep_validated|prev=KEEP,0.7469708224560112,0.9797627180814743,Turn Right,depth,physmem_keep,0 44 49 56 57 58 59 60 61,0 44 49 59 60 61 62 63 64,0.0,7.333333313465118,-0.23958333022892475,0.0,-0.6666666865348816,0.0,0.0598958320915699,0.0,0.6666666865348816,0.0598958320915699,0.7265625186264515,0.6666666865348816
