frame_index,memory_state,decision,policy,transition,unified_memory_score,geometry_confidence,intent_state,delete_frame,memory_size
81,KEEP,physmem_keep,physmem_rule,selection_loop_closure_hard_retrieve_anchor|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=hard_retrieve_anchor|trajectory=Starting:backward|prev=KEEP,0.42252180326495214,0.9304298162460327,Viewpoint Locomotion,72,9
84,KEEP,physmem_keep,physmem_rule,selection_loop_closure_soft_reuse_anchor|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Known View|selection=soft_reuse_anchor|trajectory=Starting:forward|prev=KEEP,0.4036115253837751,0.908243864774704,Viewpoint Locomotion,75,9
87,INSERT,physmem_insert,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.43057784379806635,0.9206859990954399,Walk,49,9
90,KEEP,physmem_keep,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6187660998408107,0.9703467767685652,Walk,81,9
93,INSERT,physmem_insert,physmem_rule,action_mode_view_rotation_protect|trajectory_forward_blocks_pullback|mode=Viewpoint Locomotion|turn=TurnStart|view=Novel View|selection=protect_current|trajectory=Progressing:forward|prev=KEEP,0.5785306463021116,0.9438946209847927,Viewpoint Locomotion,79,9
96,INSERT,physmem_insert,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Novel View|selection=turn_transition|trajectory=Progressing:forward|prev=INSERT,0.645905655637655,0.9833539575338364,Viewpoint Locomotion,78,9
99,KEEP,physmem_keep,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6267867249588057,0.9889535503461957,Walk,88,9
102,INSERT,physmem_insert,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5523806713709521,0.9202367812395096,Walk,80,9
105,KEEP,physmem_keep,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=StableNewView|view=Known View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.58408722014372,0.9544564969837666,Walk,94,9
108,KEEP,physmem_keep,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=StableNewView|view=Known View|selection=orb_locomotion|trajectory=Starting:right|prev=KEEP,0.5646038977541817,0.9304338917136192,Right,97,9
111,KEEP,physmem_keep,physmem_rule,action_mode_view_rotation_protect|mode=View Rotation Only|turn=TurnStart|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5634735125979475,0.9590689539909363,Turn Left,100,9
114,KEEP,physmem_keep,physmem_rule,selection_loop_closure_soft_reuse_anchor|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=soft_reuse_anchor|trajectory=Idle:none|prev=KEEP,0.5425638738286207,0.9394156076014042,Turn Left,103,9
117,KEEP,physmem_keep,physmem_rule,selection_loop_closure_hard_retrieve_anchor|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=hard_retrieve_anchor|trajectory=Starting:left|prev=KEEP,0.5446986096473531,0.9527827799320221,Viewpoint Locomotion,106,9
