frame_index,reference_frame,middle_frame,current_frame,similarity,delete_frame,delete_range,memory_size,matching_points,orb_runtime_ms,lightglue_runtime_ms,runtime_ms,confidence,semantic_similarity,final_similarity,spatial_alpha,average_displacement,median_displacement,maximum_displacement,depth_runtime_ms,geometry_similarity,depth_difference,depth_metric,depth_cache_hit_reference,depth_cache_hit_current,memory_state,policy,transition,unified_memory_score,geometry_confidence,intent_state,estimator,decision,window_before,window_after,pose_x,pose_z,pose_yaw,pose_pitch,delta_x,delta_z,local_delta_x,local_delta_z,delta_yaw,delta_pitch,movement_magnitude,rotation_magnitude,pose_confidence,pose_delta_position,view_state,view_confidence,view_pose_distance,view_yaw_delta,nearest_view_frame_id,key_anchor_frame_id,key_anchor_type,key_anchor_reason,memory_selection_mode,memory_selection_target,memory_selection_anchor_type,memory_selection_reason,source_anchor_frame_id,source_anchor_locked,protected_anchor_ids,loop_closure_detected,turn_result,trajectory_motion_state,trajectory_direction,trajectory_frames,trajectory_distance,trajectory_should_progress,trajectory_confidence,revisit_gate_allow_retrieve,revisit_gate_allow_soft_reuse,revisit_gate_force_progress,revisit_gate_protect_current,revisit_gate_reason,selection_is_hard_retrieve,selection_is_soft_reuse,selection_is_progress,action_mode,action_mode_confidence,action_mode_reason,scheduler_path,turn_state,turn_confidence,turn_duration,turn_direction,turn_reason,window_layout_type,window_reason,view_intent,move_intent,has_view_motion,has_move_motion,action_explanation,use_pose_memory
39,32,35,39,0.9303456097841263,33,33-34-35,9,225280,0.0,0.0,136.13925874233246,0.9303456097841263,0.9303456097841263,0.9303456097841263,0.0,0.0,0.0,0.0,136.13925874233246,0.9303456097841263,0.06965439021587372,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6008561085134354,0.9303456097841263,Walk,depth,physmem_keep,30 31 32 33 34 35 36 37 38,30 31 32 36 37 38 39 40 41,0.006292609233547686,2.3541262116750987,1.862645149230957e-09,0.0,-0.33333334140479565,1.0000000006208818,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309003,0.0,36,,,,orb_locomotion,,,move=1.0541:Walk,,False,,False,,Progressing,forward,3,3.1081851130618006,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
42,32,38,42,0.9343306049704552,31,31-36,9,225280,0.0,0.0,133.90742195770144,0.9343306049704552,0.9343306049704552,0.9343306049704552,0.0,0.0,0.0,0.0,133.90742195770144,0.9343306049704552,0.06566939502954483,l1,True,False,INSERT,physmem_rule,action_mode_view_rotation_protect|trajectory_forward_blocks_pullback|mode=Viewpoint Locomotion|turn=TurnStart|view=Novel View|selection=protect_current|trajectory=Progressing:forward|prev=KEEP,0.5825905974458085,0.9343306049704552,Viewpoint Locomotion,depth,physmem_insert,30 31 32 36 37 38 39 40 41,30 32 37 38 39 40 41 42 43,0.652807514202795,3.3672712894344508,-0.04003906063735485,0.0,0.6465149049692474,1.013145077759352,0.6666666865348816,1.0,-0.0400390625,0.0,1.2018504361755662,0.0400390625,1.0,1.2018504361755662,Novel View,0.5,1.2018504361755662,0.0400390625,39,,,,protect_current,,,move=1.2019:view=0.0400:Viewpoint Locomotion,32,True,32,False,TurnStart,Progressing,forward,4,4.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.2019:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->protect_current,TurnStart,0.50048828125,1,left,rotation=0.0400,protect_current,TurnStart:protect_current,Turn Left,Walk,True,True,viewpoint_locomotion,True
45,37,40,44,0.980170039460063,30,30-37,9,225280,0.0,0.0,175.7289138622582,0.980170039460063,0.980170039460063,0.980170039460063,0.0,0.0,0.0,0.0,175.7289138622582,0.980170039460063,0.01982996053993702,l1,False,False,INSERT,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Novel View|selection=turn_transition|trajectory=Progressing:forward|prev=INSERT,0.6201604704662498,0.980170039460063,Viewpoint Locomotion,depth,physmem_insert,30 32 37 38 39 40 41 42 43,32 38 39 40 41 42 43 44 45,0.6327893220316694,4.36707090534866,1.862645149230957e-09,0.0,-0.020018192171125698,0.9997996159142091,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0,Novel View,0.5,1.0000000000000002,0.0400390625,42,44,forward_anchor,hybrid_forward_progress,turn_transition,,,rotation=0.0400,32,True,32,False,UnstableTransition,Progressing,forward,5,5.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.50048828125,2,right,rotation=0.0400,turn_transition,TurnInProgress:turn_transition,Turn Right,Walk,True,True,viewpoint_locomotion,True
48,39,42,46,0.9620487466454506,40,40-41-42,9,225280,0.0,0.0,152.00414787977934,0.9620487466454506,0.9620487466454506,0.9620487466454506,0.0,0.0,0.0,0.0,152.00414787977934,0.9620487466454506,0.03795125335454941,l1,False,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.5903977635380895,0.9620487466454506,Walk,depth,physmem_keep,32 38 39 40 41 42 43 44 45,32 38 39 43 44 45 46 47 48,0.6327893238943145,5.36707090534866,1.862645149230957e-09,0.0,1.862645149230957e-09,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Novel View,0.5,1.0,0.0,44,,,,orb_locomotion,,,move=1.0000:Walk,,False,,False,,Progressing,forward,6,6.310035549237367,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0000:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,1.0,1,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
51,39,45,49,0.9430761635303497,32,32-38-39,9,225280,0.0,0.0,129.089480265975,0.9430761635303497,0.9430761635303497,0.9430761635303497,0.0,0.0,0.0,0.0,129.089480265975,0.9430761635303497,0.05692383646965027,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5464318723547148,0.9430761635303497,Walk,depth,physmem_insert,32 38 39 43 44 45 46 47 48,43 44 45 46 47 48 49 50 51,-0.3672106742430403,6.367070907211305,1.862645149230957e-09,0.0,-0.9999999981373549,1.0000000018626451,-1.0,1.0,0.0,0.0,1.4142135623730951,0.0,1.0,1.4142135623730951,Novel View,0.5,1.4142135623730951,0.0,46,,,,orb_locomotion,,,move=1.4142:Walk,,False,,False,,Progressing,forward,7,7.724249111610462,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.4142:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
54,45,48,52,0.9102961793541908,46,46-47-48,9,225280,0.0,0.0,173.49994787946343,0.9102961793541908,0.9102961793541908,0.9102961793541908,0.0,0.0,0.0,0.0,173.49994787946343,0.9102961793541908,0.08970382064580917,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=StableNewView|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.5530892423563947,0.9102961793541908,Walk,depth,physmem_keep,43 44 45 46 47 48 49 50 51,43 44 45 49 50 51 52 53 54,0.6327893276196048,7.36707090534866,1.862645149230957e-09,0.0,1.0000000018626451,0.9999999981373549,1.0,1.0,0.0,0.0,1.4142135623730951,0.0,1.0,1.4142135623730951,Novel View,0.5,1.4142135623730951,0.0,49,,,,orb_locomotion,,,move=1.4142:Walk,,False,,False,,Progressing,forward,8,9.138462673983557,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.4142:Walk,Locomotion Only->orb_locomotion,StableNewView,1.0,0,right,stable,orb_locomotion,StableNewView:orb_locomotion,None,Walk,False,True,locomotion,True
57,45,51,55,0.9093577489256859,43,43-44-45,9,225280,0.0,0.0,183.13703080639243,0.9093577489256859,0.9093577489256859,0.9093577489256859,0.0,0.0,0.0,0.0,183.13703080639243,0.9093577489256859,0.09064225107431412,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=StableNewView|view=Known View|selection=orb_locomotion|trajectory=Starting:left|prev=KEEP,0.5258738629402356,0.9093577489256859,Left,depth,physmem_insert,43 44 45 49 50 51 52 53 54,49 50 51 52 53 54 55 56 57,0.29945598435216403,7.367070905969542,1.862645149230957e-09,0.0,-0.3333333432674408,6.208817349140361e-10,-0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.3333333432674408,Known View,0.8039215627838583,0.3333333432674408,0.0,52,,,,orb_locomotion,,,move=0.3333:Left,,False,,False,,Starting,left,1,0.3333333432674408,False,0.75,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,0.3333333432674408,move=0.3333:Left,Locomotion Only->orb_locomotion,StableNewView,1.0,0,right,stable,orb_locomotion,StableNewView:orb_locomotion,None,Left,False,True,lateral_motion,True
60,51,54,58,0.9833228439092636,52,52-53-54,9,225280,0.0,0.0,129.9677467904985,0.9833228439092636,0.9833228439092636,0.9833228439092636,0.0,0.0,0.0,0.0,129.9677467904985,0.9833228439092636,0.01667715609073639,l1,True,False,KEEP,physmem_rule,action_mode_view_rotation_protect|mode=Viewpoint Locomotion|turn=TurnStart|view=Known View|selection=protect_current|trajectory=Starting:right|prev=INSERT,0.6142182437608792,0.9833228439092636,Viewpoint Locomotion,depth,physmem_keep,49 50 51 52 53 54 55 56 57,49 50 51 55 56 57 58 59 60,0.6321915879204952,7.387024247841716,-0.11979166232049465,0.0,0.3327356035683312,0.019953341872174398,0.3333333432674408,0.0,-0.1197916641831398,0.0,0.3333333432674408,0.1197916641831398,1.0,0.3333333432674408,Known View,0.8551556252072205,0.019962293690683336,0.1197916641831398,52,,,,protect_current,,,move=0.3333:view=0.1198:Viewpoint Locomotion,51,True,51,False,TurnStart,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,known_view_blocked_by_motion:0.3333,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.1198:Viewpoint Locomotion,Viewpoint Locomotion->protect_current,TurnStart,1.0,1,left,rotation=0.1198,protect_current,TurnStart:protect_current,Turn Left,Right,True,True,viewpoint_locomotion,True
63,51,57,61,0.9795443341135979,55,55-56-57,9,225280,0.0,0.0,138.07926792651415,0.9795443341135979,0.9795443341135979,0.9795443341135979,0.0,0.0,0.0,0.0,138.07926792651415,0.9795443341135979,0.02045566588640213,l1,True,False,KEEP,physmem_rule,selection_loop_closure_soft_reuse_anchor|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=soft_reuse_anchor|trajectory=Idle:none|prev=KEEP,0.5992909994013367,0.9795443341135979,Turn Left,depth,physmem_keep,49 50 51 55 56 57 58 59 60,49 50 51 58 59 60 61 62 63,0.6321915879204952,7.387024247841716,-0.29947916232049465,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,58,,,,soft_reuse_anchor,51,source_view_anchor,loop_closure:TurnInProgress:0.0000:0.1797,51,True,51,True,ReturnToKnownView,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,True,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Left,View Rotation Only->soft_reuse_anchor,TurnInProgress,1.0,2,left,rotation=0.1797,soft_reuse_anchor,TurnInProgress:soft_reuse_anchor,Turn Left,None,True,False,viewpoint_change,True
66,51,60,64,0.9789334237575531,58,58-59-60,9,225280,0.0,0.0,133.91485065221786,0.9789334237575531,0.9789334237575531,0.9789334237575531,0.0,0.0,0.0,0.0,133.91485065221786,0.9789334237575531,0.0210665762424469,l1,True,False,KEEP,physmem_rule,selection_loop_closure_soft_reuse_anchor|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Known View|selection=soft_reuse_anchor|trajectory=Starting:left|prev=KEEP,0.6028823846740028,0.9789334237575531,Viewpoint Locomotion,depth,physmem_keep,49 50 51 58 59 60 61 62 63,49 50 51 61 62 63 64 65 66,-0.010405645784525741,7.209504485082601,-0.23958333022892475,0.0,-0.642597233705021,-0.17751976275911557,-0.6666666865348816,0.0,0.0598958320915699,0.0,0.6666666865348816,0.0598958320915699,1.0,0.6666666865348816,Known View,0.5293124704950629,0.3476225062076498,0.2395833320915699,55,,,,soft_reuse_anchor,51,source_view_anchor,loop_closure:TurnInProgress:0.6667:0.1198,51,True,51,True,ReturnToKnownView,Starting,left,1,0.6666666865348816,False,0.75,False,False,False,False,known_view_blocked_by_motion:0.6667,False,True,False,Viewpoint Locomotion,0.6666666865348816,move=0.6667:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->soft_reuse_anchor,TurnInProgress,0.7486979011446238,3,right,rotation=0.0599,soft_reuse_anchor,TurnInProgress:soft_reuse_anchor,Turn Right,Left,True,True,viewpoint_locomotion,True
69,51,63,67,0.8697422742843628,61,61-62-63,9,225280,0.0,0.0,136.63910329341888,0.8697422742843628,0.8697422742843628,0.8697422742843628,0.0,0.0,0.0,0.0,136.63910329341888,0.8697422742843628,0.1302577257156372,l1,True,False,KEEP,physmem_rule,selection_loop_closure_hard_retrieve_anchor|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=hard_retrieve_anchor|trajectory=Starting:right|prev=KEEP,0.48965131528194694,0.8697422742843628,Viewpoint Locomotion,depth,physmem_keep,49 50 51 61 62 63 64 65 66,49 50 51 64 65 66 67 68 69,0.31089297106798475,7.298264366462158,-0.29947916232049465,0.0,0.3212986168525105,0.08875988137955779,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.5256722305105771,0.0697505881274062,0.2994791641831398,55,,,,hard_retrieve_anchor,51,source_view_anchor,loop_closure:TurnInProgress:0.3333:0.1797,51,True,51,True,ReturnToKnownView,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,True,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->hard_retrieve_anchor,TurnInProgress,0.7486979011446238,4,left,rotation=0.0599,hard_retrieve_anchor,TurnInProgress:hard_retrieve_anchor,Turn Left,Right,True,True,viewpoint_locomotion,True
72,51,66,70,0.8652208745479584,50,50-64,9,225280,0.0,0.0,135.41052490472794,0.8652208745479584,0.8652208745479584,0.8652208745479584,0.0,0.0,0.0,0.0,135.41052490472794,0.8652208745479584,0.13477912545204163,l1,True,False,INSERT,physmem_rule,selection_loop_closure_hard_retrieve_anchor|trajectory_right_blocks_pullback|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=hard_retrieve_anchor|trajectory=Progressing:right|prev=KEEP,0.4175295895519233,0.8652208745479584,Viewpoint Locomotion,depth,physmem_insert,49 50 51 64 65 66 67 68 69,49 51 65 66 67 68 69 70 71,0.6263022603063699,7.4060980253817466,-0.35937499441206455,0.0,0.3154092892383852,0.10783365891958879,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.6444299012182546,0.01996229369068248,0.2395833320915699,58,,,,hard_retrieve_anchor,51,source_view_anchor,loop_closure:TurnInProgress:0.0200:0.2396,51,True,51,True,ReturnToKnownView,Progressing,right,2,0.6666666865348816,True,1.0,False,False,True,False,hybrid_right_progress,True,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->hard_retrieve_anchor,TurnInProgress,0.7486979011446238,5,left,rotation=0.0599,hard_retrieve_anchor,TurnInProgress:hard_retrieve_anchor,Turn Left,Right,True,True,viewpoint_locomotion,True
75,65,68,72,0.9376515746116638,66,66-67-68,9,225280,0.0,0.0,234.66665297746658,0.9376515746116638,0.9376515746116638,0.9376515746116638,0.0,0.0,0.0,0.0,234.66665297746658,0.9376515746116638,0.06234842538833618,l1,False,False,KEEP,physmem_rule,selection_loop_closure_soft_reuse_anchor|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=soft_reuse_anchor|trajectory=Idle:none|prev=INSERT,0.5400294741544298,0.9376515746116638,Turn Right,depth,physmem_keep,49 51 65 66 67 68 69 70 71,49 51 65 69 70 71 72 73 74,0.6263022603063699,7.4060980253817466,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,70,,,,soft_reuse_anchor,51,source_view_anchor,loop_closure:TurnInProgress:0.0200:0.0599,51,True,51,True,ReturnToKnownView,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,True,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Right,View Rotation Only->soft_reuse_anchor,TurnInProgress,1.0,6,right,rotation=0.1797,soft_reuse_anchor,TurnInProgress:soft_reuse_anchor,Turn Right,None,True,False,viewpoint_change,True
78,65,71,75,0.9481886960566044,69,69-70-71,9,225280,0.0,0.0,132.91135290637612,0.9481886960566044,0.9481886960566044,0.9481886960566044,0.0,0.0,0.0,0.0,132.91135290637612,0.9481886960566044,0.051811303943395615,l1,True,False,KEEP,physmem_rule,selection_loop_closure_soft_reuse_anchor|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=soft_reuse_anchor|trajectory=Idle:none|prev=KEEP,0.5398863313322753,0.9481886960566044,Turn Right,depth,physmem_keep,49 51 65 69 70 71 72 73 74,49 51 65 72 73 74 75 76 77,0.6263022603063699,7.4060980253817466,5.587935447692871e-09,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,70,,,,soft_reuse_anchor,51,source_view_anchor,loop_closure:TurnInProgress:0.0200:0.1198,51,True,51,True,ReturnToKnownView,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,True,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Right,View Rotation Only->soft_reuse_anchor,TurnInProgress,1.0,7,right,rotation=0.1797,soft_reuse_anchor,TurnInProgress:soft_reuse_anchor,Turn Right,None,True,False,viewpoint_change,True
81,65,74,78,0.9304298162460327,72,72-73-74,9,225280,0.0,0.0,158.69852621108294,0.9304298162460327,0.9304298162460327,0.9304298162460327,0.0,0.0,0.0,0.0,158.69852621108294,0.9304298162460327,0.06957018375396729,l1,True,False,KEEP,physmem_rule,selection_loop_closure_hard_retrieve_anchor|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=hard_retrieve_anchor|trajectory=Starting:backward|prev=KEEP,0.42252180326495214,0.9304298162460327,Viewpoint Locomotion,depth,physmem_keep,49 51 65 72 73 74 75 76 77,49 51 65 75 76 77 78 79 80,0.6329749899874267,7.072831476786702,-0.04003905691206455,0.0,0.006672729681056797,-0.3332665485950444,0.0,-0.3333333432674408,-0.0400390625,0.0,0.33333334326744085,0.0400390625,1.0,0.33333334326744085,Revisit,0.7466416865158421,0.29423948713757336,0.0400390587747097,52,,,,hard_retrieve_anchor,51,source_view_anchor,loop_closure:TurnInProgress:0.3142:0.0798,51,True,51,True,ReturnToKnownView,Starting,backward,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,True,False,False,Viewpoint Locomotion,0.33333334326744085,move=0.3333:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->hard_retrieve_anchor,TurnInProgress,0.50048828125,8,left,rotation=0.0400,hard_retrieve_anchor,TurnInProgress:hard_retrieve_anchor,Turn Left,Backward,True,True,viewpoint_locomotion,True
84,65,77,81,0.908243864774704,75,75-76-77,9,225280,0.0,0.0,183.60435916110873,0.908243864774704,0.908243864774704,0.908243864774704,0.0,0.0,0.0,0.0,183.60435916110873,0.908243864774704,0.09175613522529602,l1,True,False,KEEP,physmem_rule,selection_loop_closure_soft_reuse_anchor|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Known View|selection=soft_reuse_anchor|trajectory=Starting:forward|prev=KEEP,0.4036115253837751,0.908243864774704,Viewpoint Locomotion,depth,physmem_keep,49 51 65 75 76 77 78 79 80,49 51 65 78 79 80 81 82 83,0.6129568015408449,8.072631092775485,5.587935447692871e-09,0.0,-0.020018188446581885,0.9997996159887826,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0,Known View,0.20853758754293916,0.666666656732559,0.359375,70,,,,soft_reuse_anchor,51,source_view_anchor,loop_closure:TurnInProgress:0.6859:0.1198,51,True,51,True,ReturnToKnownView,Starting,forward,1,1.0,False,0.75,False,False,False,False,known_view_blocked_by_motion:1.0000,False,True,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->soft_reuse_anchor,TurnInProgress,0.50048828125,9,right,rotation=0.0400,soft_reuse_anchor,TurnInProgress:soft_reuse_anchor,Turn Right,Walk,True,True,viewpoint_locomotion,True
87,65,80,84,0.9206859990954399,49,49-51-65,9,225280,0.0,0.0,62.79978109523654,0.9206859990954399,0.9206859990954399,0.9206859990954399,0.0,0.0,0.0,0.0,62.79978109523654,0.9206859990954399,0.07931400090456009,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.43057784379806635,0.9206859990954399,Walk,depth,physmem_insert,49 51 65 78 79 80 81 82 83,78 79 80 81 82 83 84 85 86,-0.05370987940610128,9.072631096500775,5.587935447692871e-09,0.0,-0.6666666809469461,1.0000000037252903,-0.6666666865348816,1.0,0.0,0.0,1.2018504361755658,0.0,1.0,1.2018504361755658,Novel View,0.5,1.2018504361755658,0.0,81,,,,orb_locomotion,,,move=1.2019:Walk,,False,,False,,Progressing,forward,2,2.201850436175566,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.2019:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,1.0,1,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
90,80,83,87,0.9703467767685652,81,81-82-83,9,225280,0.0,0.0,150.24975314736366,0.9703467767685652,0.9703467767685652,0.9703467767685652,0.0,0.0,0.0,0.0,150.24975314736366,0.9703467767685652,0.029653223231434822,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6187660998408107,0.9703467767685652,Walk,depth,physmem_keep,78 79 80 81 82 83 84 85 86,78 79 80 84 85 86 87 88 89,0.27962346944927496,10.07263109463813,5.587935447692871e-09,0.0,0.33333334885537624,0.9999999981373549,0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,84,,,,orb_locomotion,,,move=1.0541:Walk,,False,,False,,Progressing,forward,3,3.2559429927064665,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
93,80,86,90,0.9438946209847927,79,79-84,9,225280,0.0,0.0,172.8766611777246,0.9438946209847927,0.9438946209847927,0.9438946209847927,0.0,0.0,0.0,0.0,172.8766611777246,0.9438946209847927,0.05610537901520729,l1,True,False,INSERT,physmem_rule,action_mode_view_rotation_protect|trajectory_forward_blocks_pullback|mode=Viewpoint Locomotion|turn=TurnStart|view=Novel View|selection=protect_current|trajectory=Progressing:forward|prev=KEEP,0.5785306463021116,0.9438946209847927,Viewpoint Locomotion,depth,physmem_insert,78 79 80 84 85 86 87 88 89,78 80 85 86 87 88 89 90 91,0.5726613008949158,11.085172425683675,-0.08007811941206455,0.0,0.2930378314456409,1.0125413310455458,0.3333333432674408,1.0,-0.080078125,0.0,1.0540925565309005,0.080078125,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309,0.080078125,87,,,,protect_current,,,move=1.0541:view=0.0801:Viewpoint Locomotion,80,True,80,False,TurnStart,Progressing,forward,4,4.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.0541:view=0.0801:Viewpoint Locomotion,Viewpoint Locomotion->protect_current,TurnStart,1.0,1,left,rotation=0.0801,protect_current,TurnStart:protect_current,Turn Left,Walk,True,True,viewpoint_locomotion,True
96,85,88,92,0.9833539575338364,78,78-85,9,225280,0.0,0.0,273.8176342099905,0.9833539575338364,0.9833539575338364,0.9833539575338364,0.0,0.0,0.0,0.0,273.8176342099905,0.9833539575338364,0.016646042466163635,l1,False,False,INSERT,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Novel View|selection=turn_transition|trajectory=Progressing:forward|prev=INSERT,0.645905655637655,0.9833539575338364,Viewpoint Locomotion,depth,physmem_insert,78 80 85 86 87 88 89 90 91,80 86 87 88 89 90 91 92 93,0.5326329410680916,12.084370969722633,5.587935447692871e-09,0.0,-0.040028359826824275,0.9991985440389584,0.0,1.0,0.080078125,0.0,1.0,0.080078125,1.0,1.0,Novel View,0.5,0.9999999999999993,0.080078125,90,92,forward_anchor,hybrid_forward_progress,turn_transition,,,rotation=0.0801,80,True,80,False,UnstableTransition,Progressing,forward,5,5.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0801:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,1.0,2,right,rotation=0.0801,turn_transition,TurnInProgress:turn_transition,Turn Right,Walk,True,True,viewpoint_locomotion,True
