frame_index,reference_frame,middle_frame,current_frame,similarity,delete_frame,delete_range,memory_size,matching_points,orb_runtime_ms,lightglue_runtime_ms,runtime_ms,confidence,semantic_similarity,final_similarity,spatial_alpha,average_displacement,median_displacement,maximum_displacement,depth_runtime_ms,geometry_similarity,depth_difference,depth_metric,depth_cache_hit_reference,depth_cache_hit_current,memory_state,policy,transition,unified_memory_score,geometry_confidence,intent_state,estimator,decision,window_before,window_after,pose_x,pose_z,pose_yaw,pose_pitch,delta_x,delta_z,local_delta_x,local_delta_z,delta_yaw,delta_pitch,movement_magnitude,rotation_magnitude,pose_confidence,pose_delta_position,view_state,view_confidence,view_pose_distance,view_yaw_delta,nearest_view_frame_id,key_anchor_frame_id,key_anchor_type,key_anchor_reason,memory_selection_mode,memory_selection_target,memory_selection_anchor_type,memory_selection_reason,source_anchor_frame_id,source_anchor_locked,protected_anchor_ids,loop_closure_detected,turn_result,policy_mode,allow_memory_query,allow_hard_retrieve,allow_soft_reuse,query_result,candidate_count,best_candidate_frame_id,best_candidate_score,best_candidate_pose_distance,best_candidate_yaw_delta,best_candidate_frame_gap,best_candidate_first_visit,best_candidate_visit_age,best_candidate_cluster_id,best_candidate_first_visit_frame_id,target_window_ids,retrieved_window_ids,window_rank_reason,trajectory_motion_state,trajectory_direction,trajectory_frames,trajectory_distance,trajectory_should_progress,trajectory_confidence,revisit_gate_allow_retrieve,revisit_gate_allow_soft_reuse,revisit_gate_force_progress,revisit_gate_protect_current,revisit_gate_reason,revisit_type,selection_is_hard_retrieve,selection_is_soft_reuse,selection_is_progress,action_mode,action_mode_confidence,action_mode_reason,scheduler_path,turn_state,turn_confidence,turn_duration,turn_direction,turn_reason,window_layout_type,window_reason,view_intent,move_intent,has_view_motion,has_move_motion,action_explanation,use_pose_memory,use_pose_path_memory,reference_override_used,retrieved_reference_active,retrieved_reference_ids,anchor_frame_id,anchor_distance,anchor_gap,anchor_lag,anchor_advance_triggered
39,30,33,37,0.9578665420413017,31,31-32-33,9,225280,0.0,0.0,83.43757409602404,0.9578665420413017,0.9578665420413017,0.9578665420413017,0.0,0.0,0.0,0.0,83.43757409602404,0.9578665420413017,0.04213345795869827,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6107843315286883,0.9578665420413017,Walk,depth,physmem_keep,28 29 30 31 32 33 34 35 36,28 29 30 34 35 36 37 38 39,0.006292609233547686,2.3541262116750987,1.862645149230957e-09,0.0,-0.33333334140479565,1.0000000006208818,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309003,0.0,34,,,,orb_locomotion,,,move=1.0541:Walk,,False,,False,,LocomotionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,forward,3,3.1081851130618006,True,1.0,False,False,False,False,locomotion_only_orb_dominant,,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True,True,False,False,,30,-1.0,7,-1.0,False
42,30,36,40,0.9824620969593525,29,29-34,9,225280,0.0,0.0,62.32960894703865,0.9824620969593525,0.9824620969593525,0.9824620969593525,0.0,0.0,0.0,0.0,62.32960894703865,0.9824620969593525,0.017537903040647507,l1,True,False,INSERT,physmem_rule,action_mode_view_rotation_protect|trajectory_forward_blocks_pullback|mode=Viewpoint Locomotion|turn=TurnStart|view=Novel View|selection=protect_current|trajectory=Progressing:forward|prev=KEEP,0.612633751686197,0.9824620969593525,Viewpoint Locomotion,depth,physmem_insert,28 29 30 34 35 36 37 38 39,28 30 35 36 37 38 39 40 41,0.652807514202795,3.3672712894344508,-0.04003906063735485,0.0,0.6465149049692474,1.013145077759352,0.6666666865348816,1.0,-0.0400390625,0.0,1.2018504361755662,0.0400390625,1.0,1.2018504361755662,Novel View,0.5,1.2018504361755662,0.0400390625,37,,,,protect_current,,,move=1.2019:view=0.0400:Viewpoint Locomotion,30,True,30,False,TurnStart,TurnStartPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,forward,4,4.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,,False,False,False,Viewpoint Locomotion,1.0,move=1.2019:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->protect_current,TurnStart,0.50048828125,1,left,rotation=0.0400,protect_current,TurnStart:protect_current,Turn Left,Walk,True,True,viewpoint_locomotion,True,True,False,False,,30,-1.0,10,-1.0,False
45,35,38,42,0.9831982161849737,28,28-35,9,225280,0.0,0.0,171.61082522943616,0.9831982161849737,0.9831982161849737,0.9831982161849737,0.0,0.0,0.0,0.0,171.61082522943616,0.9831982161849737,0.016801783815026283,l1,False,False,INSERT,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Novel View|selection=turn_transition|trajectory=Progressing:forward|prev=INSERT,0.6404639888923912,0.9831982161849737,Viewpoint Locomotion,depth,physmem_insert,28 30 35 36 37 38 39 40 41,30 36 37 38 39 40 41 42 43,0.6327893220316694,4.36707090534866,1.862645149230957e-09,0.0,-0.020018192171125698,0.9997996159142091,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0,Novel View,0.5,1.0000000000000002,0.0400390625,40,42,forward_anchor,hybrid_forward_progress,turn_transition,,,rotation=0.0400,30,True,30,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,forward,5,5.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,,False,False,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.50048828125,2,right,rotation=0.0400,turn_transition,TurnInProgress:turn_transition,Turn Right,Walk,True,True,viewpoint_locomotion,True,True,False,False,,35,-1.0,7,-1.0,False
48,37,40,44,0.9815352912992239,38,38-39-40,9,225280,0.0,0.0,149.63625324890018,0.9815352912992239,0.9815352912992239,0.9815352912992239,0.0,0.0,0.0,0.0,149.63625324890018,0.9815352912992239,0.0184647087007761,l1,False,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6143366603303515,0.9815352912992239,Walk,depth,physmem_keep,30 36 37 38 39 40 41 42 43,30 36 37 41 42 43 44 45 46,0.6327893238943145,5.36707090534866,1.862645149230957e-09,0.0,1.862645149230957e-09,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Novel View,0.5,1.0,0.0,42,,,,orb_locomotion,,,move=1.0000:Walk,,False,,False,,LocomotionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,forward,6,6.310035549237367,True,1.0,False,False,False,False,locomotion_only_orb_dominant,,False,False,False,Locomotion Only,1.0,move=1.0000:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,1.0,1,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True,True,False,False,,37,3.077390755269211,7,3.077390755269211,False
51,37,43,47,0.9846434108912945,30,30-36-37,9,225280,0.0,0.0,121.39353482052684,0.9846434108912945,0.9846434108912945,0.9846434108912945,0.0,0.0,0.0,0.0,121.39353482052684,0.9846434108912945,0.01535658910870552,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5912344013957156,0.9846434108912945,Walk,depth,physmem_insert,30 36 37 41 42 43 44 45 46,41 42 43 44 45 46 47 48 49,-0.3672106742430403,6.367070907211305,1.862645149230957e-09,0.0,-0.9999999981373549,1.0000000018626451,-1.0,1.0,0.0,0.0,1.4142135623730951,0.0,1.0,1.4142135623730951,Novel View,0.5,1.4142135623730951,0.0,44,,,,orb_locomotion,,,move=1.4142:Walk,,False,,False,,LocomotionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,forward,7,7.724249111610462,True,1.0,False,False,False,False,locomotion_only_orb_dominant,,False,False,False,Locomotion Only,1.0,move=1.4142:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True,True,False,False,,37,4.030289050700951,10,4.030289050700951,False
54,43,46,50,0.9717085659503937,44,44-45-46,9,225280,0.0,0.0,55.09263975545764,0.9717085659503937,0.9717085659503937,0.9717085659503937,0.0,0.0,0.0,0.0,55.09263975545764,0.9717085659503937,0.028291434049606323,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=StableNewView|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.5853704084265055,0.9717085659503937,Walk,depth,physmem_keep,41 42 43 44 45 46 47 48 49,41 42 43 47 48 49 50 51 52,0.6327893276196048,7.36707090534866,1.862645149230957e-09,0.0,1.0000000018626451,0.9999999981373549,1.0,1.0,0.0,0.0,1.4142135623730951,0.0,1.0,1.4142135623730951,Novel View,0.5,1.4142135623730951,0.0,47,,,,orb_locomotion,,,move=1.4142:Walk,,False,,False,,LocomotionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,forward,8,9.138462673983557,True,1.0,False,False,False,False,locomotion_only_orb_dominant,,False,False,False,Locomotion Only,1.0,move=1.4142:Walk,Locomotion Only->orb_locomotion,StableNewView,1.0,0,right,stable,orb_locomotion,StableNewView:orb_locomotion,None,Walk,False,True,locomotion,True,True,False,False,,43,-1.0,7,-1.0,False
57,43,49,53,0.9769728034734726,41,41-42-43,9,225280,0.0,0.0,77.08349078893661,0.9769728034734726,0.9769728034734726,0.9769728034734726,0.0,0.0,0.0,0.0,77.08349078893661,0.9769728034734726,0.023027196526527405,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=StableNewView|view=Known View|selection=orb_locomotion|trajectory=Starting:left|prev=KEEP,0.5564487477661535,0.9769728034734726,Left,depth,physmem_insert,41 42 43 47 48 49 50 51 52,47 48 49 50 51 52 53 54 55,0.29945598435216403,7.367070905969542,1.862645149230957e-09,0.0,-0.3333333432674408,6.208817349140361e-10,-0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.3333333432674408,Known View,0.8039215627838583,0.3333333432674408,0.0,50,,,,orb_locomotion,,,move=0.3333:Left,,False,,False,,LocomotionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Starting,left,1,0.3333333432674408,False,0.75,False,False,False,False,locomotion_only_orb_dominant,,False,False,False,Locomotion Only,0.3333333432674408,move=0.3333:Left,Locomotion Only->orb_locomotion,StableNewView,1.0,0,right,stable,orb_locomotion,StableNewView:orb_locomotion,None,Left,False,True,lateral_motion,True,True,False,False,,43,-1.0,10,-1.0,False
60,49,52,56,0.965592872351408,50,50-51-52,9,225280,0.0,0.0,71.71393185853958,0.965592872351408,0.965592872351408,0.965592872351408,0.0,0.0,0.0,0.0,71.71393185853958,0.965592872351408,0.034407127648591995,l1,True,False,KEEP,physmem_rule,action_mode_view_rotation_protect|mode=Viewpoint Locomotion|turn=TurnStart|view=Known View|selection=protect_current|trajectory=Starting:right|prev=INSERT,0.5946360486467779,0.965592872351408,Viewpoint Locomotion,depth,physmem_keep,47 48 49 50 51 52 53 54 55,47 48 49 53 54 55 56 57 58,0.6321915879204952,7.387024247841716,-0.11979166232049465,0.0,0.3327356035683312,0.019953341872174398,0.3333333432674408,0.0,-0.1197916641831398,0.0,0.3333333432674408,0.1197916641831398,1.0,0.3333333432674408,Known View,0.8551556252072205,0.019962293690683336,0.1197916641831398,50,,,,protect_current,,,move=0.3333:view=0.1198:Viewpoint Locomotion,49,True,49,False,TurnStart,TurnStartPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,known_view_blocked_by_motion:0.3333,,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.1198:Viewpoint Locomotion,Viewpoint Locomotion->protect_current,TurnStart,1.0,1,left,rotation=0.1198,protect_current,TurnStart:protect_current,Turn Left,Right,True,True,viewpoint_locomotion,True,True,False,False,,49,-1.0,7,-1.0,False
63,49,55,59,0.9756091311573982,53,53-54-55,9,225280,0.0,0.0,73.2411197386682,0.9756091311573982,0.9756091311573982,0.9756091311573982,0.0,0.0,0.0,0.0,73.2411197386682,0.9756091311573982,0.024390868842601776,l1,True,False,KEEP,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=KEEP,0.583736485809635,0.9756091311573982,Turn Left,depth,physmem_keep,47 48 49 53 54 55 56 57 58,47 48 49 56 57 58 59 60 61,0.6321915879204952,7.387024247841716,-0.29947916232049465,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,56,,,,turn_transition,,,rotation=0.1797,49,True,49,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Left,View Rotation Only->turn_transition,TurnInProgress,1.0,2,left,rotation=0.1797,turn_transition,TurnInProgress:turn_transition,Turn Left,None,True,False,viewpoint_change,True,True,False,False,,49,-1.0,10,-1.0,False
66,49,58,62,0.9687125906348228,47,47-48,9,225280,0.0,0.0,74.29699180647731,0.9687125906348228,0.9687125906348228,0.9687125906348228,0.0,0.0,0.0,0.0,74.29699180647731,0.9687125906348228,0.031287409365177155,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:left|prev=KEEP,0.5491081873099652,0.9687125906348228,Viewpoint Locomotion,depth,physmem_insert,47 48 49 56 57 58 59 60 61,49 56 57 58 59 60 61 62 63,-0.010405645784525741,7.209504485082601,-0.23958333022892475,0.0,-0.642597233705021,-0.17751976275911557,-0.6666666865348816,0.0,0.0598958320915699,0.0,0.6666666865348816,0.0598958320915699,1.0,0.6666666865348816,Revisit,0.4259897595402765,0.3476225062076498,0.2395833320915699,53,,,,turn_transition,,,rotation=0.0599,49,True,49,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Starting,left,1,0.6666666865348816,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.6667,,False,False,False,Viewpoint Locomotion,0.6666666865348816,move=0.6667:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.7486979011446238,3,right,rotation=0.0599,turn_transition,TurnInProgress:turn_transition,Turn Right,Left,True,True,viewpoint_locomotion,True,True,False,False,,49,-1.0,13,-1.0,False
69,57,60,64,0.9512098282575607,58,58-59-60,9,225280,0.0,0.0,111.48009728640318,0.9512098282575607,0.9512098282575607,0.9512098282575607,0.0,0.0,0.0,0.0,111.48009728640318,0.9512098282575607,0.04879017174243927,l1,False,False,KEEP,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:right|prev=INSERT,0.6443966063678466,0.9512098282575607,Viewpoint Locomotion,depth,physmem_keep,49 56 57 58 59 60 61 62 63,49 56 57 61 62 63 64 65 66,0.31089297106798475,7.298264366462158,-0.29947916232049465,0.0,0.3212986168525105,0.08875988137955779,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.5256722305105771,0.0697505881274062,0.2994791641831398,53,,,,turn_transition,,,rotation=0.0599,49,True,49,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.7486979011446238,4,left,rotation=0.0599,turn_transition,TurnInProgress:turn_transition,Turn Left,Right,True,True,viewpoint_locomotion,True,True,False,False,,57,-1.0,7,-1.0,False
72,57,63,67,0.8235628455877304,56,56-57,9,225280,0.0,0.0,123.83001483976841,0.8235628455877304,0.8235628455877304,0.8235628455877304,0.0,0.0,0.0,0.0,123.83001483976841,0.8235628455877304,0.1764371544122696,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Progressing:right|prev=KEEP,0.514755590981332,0.8235628455877304,Viewpoint Locomotion,depth,physmem_insert,49 56 57 61 62 63 64 65 66,49 61 62 63 64 65 66 67 68,0.6263022603063699,7.4060980253817466,-0.35937499441206455,0.0,0.3154092892383852,0.10783365891958879,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.6444299012182546,0.01996229369068248,0.2395833320915699,56,,,,turn_transition,,,rotation=0.0599,49,True,49,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,right,2,0.6666666865348816,True,1.0,False,False,True,False,hybrid_right_progress,,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.7486979011446238,5,left,rotation=0.0599,turn_transition,TurnInProgress:turn_transition,Turn Left,Right,True,True,viewpoint_locomotion,True,True,False,False,,57,-1.0,10,-1.0,False
75,62,65,69,0.937739372253418,63,63-64-65,9,225280,0.0,0.0,115.40113668888807,0.937739372253418,0.937739372253418,0.937739372253418,0.0,0.0,0.0,0.0,115.40113668888807,0.937739372253418,0.06226062774658203,l1,False,False,KEEP,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=INSERT,0.5784725702882098,0.937739372253418,Turn Right,depth,physmem_keep,49 61 62 63 64 65 66 67 68,49 61 62 66 67 68 69 70 71,0.6263022603063699,7.4060980253817466,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,67,,,,turn_transition,,,rotation=0.1797,49,True,49,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Right,View Rotation Only->turn_transition,TurnInProgress,1.0,6,right,rotation=0.1797,turn_transition,TurnInProgress:turn_transition,Turn Right,None,True,False,viewpoint_change,True,True,False,False,,62,0.6663677496442971,7,0.6663677496442971,False
78,62,68,72,0.9342636540532112,61,61-62,9,225280,0.0,0.0,73.28920206055045,0.9342636540532112,0.9342636540532112,0.9342636540532112,0.0,0.0,0.0,0.0,73.28920206055045,0.9342636540532112,0.06573634594678879,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=KEEP,0.49951806503890084,0.9342636540532112,Turn Right,depth,physmem_insert,49 61 62 66 67 68 69 70 71,49 66 67 68 69 70 71 72 73,0.6263022603063699,7.4060980253817466,5.587935447692871e-09,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,67,,,,turn_transition,,,rotation=0.1797,49,True,49,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Right,View Rotation Only->turn_transition,TurnInProgress,1.0,7,right,rotation=0.1797,turn_transition,TurnInProgress:turn_transition,Turn Right,None,True,False,viewpoint_change,True,True,False,False,,62,0.6663677496442971,10,0.6663677496442971,False
81,67,70,74,0.9575574211776257,68,68-69-70,9,225280,0.0,0.0,148.17851269617677,0.9575574211776257,0.9575574211776257,0.9575574211776257,0.0,0.0,0.0,0.0,148.17851269617677,0.9575574211776257,0.042442578822374344,l1,False,False,KEEP,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:backward|prev=INSERT,0.5946948461478175,0.9575574211776257,Viewpoint Locomotion,depth,physmem_keep,49 66 67 68 69 70 71 72 73,49 66 67 71 72 73 74 75 76,0.6329749899874267,7.072831476786702,-0.04003905691206455,0.0,0.006672729681056797,-0.3332665485950444,0.0,-0.3333333432674408,-0.0400390625,0.0,0.33333334326744085,0.0400390625,1.0,0.33333334326744085,Revisit,0.7466416865158421,0.29423948713757336,0.0400390587747097,50,,,,turn_transition,,,rotation=0.0400,49,True,49,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Starting,backward,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,,False,False,False,Viewpoint Locomotion,0.33333334326744085,move=0.3333:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.50048828125,8,left,rotation=0.0400,turn_transition,TurnInProgress:turn_transition,Turn Left,Backward,True,True,viewpoint_locomotion,True,True,False,False,,67,0.3333333432674406,7,0.3333333432674406,False
84,67,73,77,0.9744709748774767,66,66-67,9,225280,0.0,0.0,121.80501408874989,0.9744709748774767,0.9744709748774767,0.9744709748774767,0.0,0.0,0.0,0.0,121.80501408874989,0.9744709748774767,0.025529025122523308,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Known View|selection=turn_transition|trajectory=Starting:forward|prev=KEEP,0.5263629939974461,0.9744709748774767,Viewpoint Locomotion,depth,physmem_insert,49 66 67 71 72 73 74 75 76,49 71 72 73 74 75 76 77 78,0.6129568015408449,8.072631092775485,5.587935447692871e-09,0.0,-0.020018188446581885,0.9997996159887826,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0,Known View,0.20853758754293916,0.666666656732559,0.359375,67,,,,turn_transition,,,rotation=0.0400,49,True,49,False,UnstableTransition,ViewTransitionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Starting,forward,1,1.0,False,0.75,False,False,False,False,known_view_blocked_by_motion:1.0000,,False,False,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.50048828125,9,right,rotation=0.0400,turn_transition,TurnInProgress:turn_transition,Turn Right,Walk,True,True,viewpoint_locomotion,True,True,False,False,,67,0.666666656732559,10,0.666666656732559,False
87,72,75,79,0.945462416857481,73,73-74-75,9,225280,0.0,0.0,97.92574401944876,0.945462416857481,0.945462416857481,0.945462416857481,0.0,0.0,0.0,0.0,97.92574401944876,0.945462416857481,0.054537583142519,l1,False,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.5709018050497201,0.945462416857481,Walk,depth,physmem_keep,49 71 72 73 74 75 76 77 78,49 71 72 76 77 78 79 80 81,-0.05370987940610128,9.072631096500775,5.587935447692871e-09,0.0,-0.6666666809469461,1.0000000037252903,-0.6666666865348816,1.0,0.0,0.0,1.2018504361755658,0.0,1.0,1.2018504361755658,Novel View,0.5,1.2018504361755658,0.0,77,,,,orb_locomotion,,,move=1.2019:Walk,,False,,False,,LocomotionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,forward,2,2.201850436175566,True,1.0,False,False,False,False,locomotion_only_orb_dominant,,False,False,False,Locomotion Only,1.0,move=1.2019:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,1.0,1,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True,True,False,False,,72,1.7999302728966347,7,1.7999302728966347,False
90,72,78,82,0.9291931614279747,76,76-77-78,9,225280,0.0,0.0,75.20631095394492,0.9291931614279747,0.9291931614279747,0.9291931614279747,0.0,0.0,0.0,0.0,75.20631095394492,0.9291931614279747,0.0708068385720253,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5506647324684547,0.9291931614279747,Walk,depth,physmem_keep,49 71 72 76 77 78 79 80 81,49 71 72 79 80 81 82 83 84,0.27962346944927496,10.07263109463813,5.587935447692871e-09,0.0,0.33333334885537624,0.9999999981373549,0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,79,,,,orb_locomotion,,,move=1.0541:Walk,,False,,False,,LocomotionPolicy,False,False,False,,0,,0.0,0.0,0.0,0,0.0,0.0,-1,,,,,Progressing,forward,3,3.2559429927064665,True,1.0,False,False,False,False,locomotion_only_orb_dominant,,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True,True,False,False,,72,2.688974673266374,10,2.688974673266374,False
