frame_index,memory_state,decision,policy,transition,unified_memory_score,geometry_confidence,intent_state,delete_frame,memory_size
78,INSERT,physmem_insert,physmem_rule,turn_in_progress_soft_insert|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=KEEP,0.49951806503890084,0.9342636540532112,Turn Right,61,9
81,KEEP,physmem_keep,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:backward|prev=INSERT,0.5946948461478175,0.9575574211776257,Viewpoint Locomotion,68,9
84,INSERT,physmem_insert,physmem_rule,turn_in_progress_soft_insert|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Known View|selection=turn_transition|trajectory=Starting:forward|prev=KEEP,0.5263629939974461,0.9744709748774767,Viewpoint Locomotion,66,9
87,KEEP,physmem_keep,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.5709018050497201,0.945462416857481,Walk,73,9
90,KEEP,physmem_keep,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5506647324684547,0.9291931614279747,Walk,76,9
93,INSERT,physmem_insert,physmem_rule,action_mode_view_rotation_protect|trajectory_forward_blocks_pullback|mode=Viewpoint Locomotion|turn=TurnStart|view=Novel View|selection=protect_current|trajectory=Progressing:forward|prev=KEEP,0.5391302473891347,0.9417244121432304,Viewpoint Locomotion,71,9
96,INSERT,physmem_insert,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Novel View|selection=turn_transition|trajectory=Progressing:forward|prev=INSERT,0.6040463987885686,0.9529704488813877,Viewpoint Locomotion,49,9
99,KEEP,physmem_keep,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.5656379106748772,0.9041263908147812,Walk,83,9
102,KEEP,physmem_keep,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5352395200319688,0.8901186734437943,Walk,86,9
105,KEEP,physmem_keep,physmem_rule,selection_loop_closure_retrieve_window|mode=Locomotion Only|turn=StableNewView|view=Revisit|selection=retrieve_window|trajectory=Progressing:forward|prev=KEEP,0.5106376161074425,0.8892773538827896,Walk,89,9
108,INSERT,physmem_insert,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=StableNewView|view=Revisit|selection=orb_locomotion|trajectory=Starting:right|prev=KEEP,0.47053283489392045,0.9147988334298134,Right,72,9
111,KEEP,physmem_keep,physmem_rule,action_mode_view_rotation_protect|mode=View Rotation Only|turn=TurnStart|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=INSERT,0.4788058726541736,0.9262069910764694,Turn Left,95,9
114,INSERT,physmem_insert,physmem_rule,turn_in_progress_soft_insert|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=KEEP,0.44252959366347105,0.8990654349327087,Turn Left,92,9
117,INSERT,physmem_insert,physmem_rule,turn_in_progress_soft_insert|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:left|prev=INSERT,0.5936278983410874,0.9762324579060078,Viewpoint Locomotion,98,9
