ExperimentID,FrameID,Timestamp,CurrentFrameID,ReferenceFrameID,MiddleFrameID,Similarity,SimilarityType,MatchingPoints,Confidence,Decision,MemoryState,MemoryID,MemorySize,ReplaceCount,KeepCount,Runtime,CPUTime,GPUTime,VRAM,FPS,GeometryScore,DepthConsistency,CameraMotion,ActionEmbedding,ActionType,ActionMagnitude,FusionWeight,FusionEntropy,FusionDecision,SemanticScore,SemanticConfidence,PhysicalScore,PhysicalConfidence,EvidenceType,PolicyConfidence,DecisionConfidence,ExtraFields
Experiment001,9,1785484461.1237497,9,2,5,0.9849736634641886,depth,225280,0.9849736634641886,physmem_keep,0 1 2 6 7 8 9 10 11,stableworld_tri_9,9,1,6,648.8187471404672,,,,,0.9849736634641886,,,,Viewpoint Locomotion,0.6666666865348816,0.654743795960387,,KEEP,0.766573429107666,,,,depth,0.9849736634641886,0.9849736634641886,"{""frame_id"": 9, ""current_frame_id"": 9, ""similarity"": 0.9849736634641886, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9849736634641886, ""decision"": ""physmem_keep"", ""memory_state"": [0, 1, 2, 6, 7, 8, 9, 10, 11], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 6, ""runtime"": 648.8187471404672, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Left"", ""move_intent"": ""Right"", ""has_view_motion"": true, ""has_move_motion"": true, ""action_explanation"": ""viewpoint_locomotion"", ""pose_delta_position"": 0.6666666865348816, ""view_state"": ""Novel View"", ""view_confidence"": 0.0, ""view_pose_distance"": Infinity, ""view_yaw_delta"": Infinity, ""nearest_view_frame_id"": null, ""key_anchor_frame_id"": 9, ""key_anchor_type"": ""initial_anchor"", ""key_anchor_reason"": ""first_pose"", ""memory_selection_mode"": ""hybrid_locomotion"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""novel_view_progress"", ""trajectory_motion_state"": ""Starting"", ""trajectory_direction"": ""right"", ""trajectory_frames"": 1, ""trajectory_distance"": 0.6666666865348816, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.75, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": true, ""revisit_gate_protect_current"": false, ""revisit_gate_reason"": ""novel_view_progress"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""Viewpoint Locomotion"", ""action_mode_confidence"": 0.6666666865348816, ""action_mode_reason"": ""move=0.6667:view=0.0599:Viewpoint Locomotion"", ""scheduler_path"": ""Viewpoint Locomotion->hybrid_locomotion"", ""frame_index"": 9, ""pose_x"": 0.6663677496442973, ""pose_z"": 0.01996229369068322, ""pose_yaw"": -0.0598958320915699, ""pose_pitch"": 0.0, ""delta_x"": 0.6663677496442973, ""delta_z"": 0.01996229369068322, ""local_delta_x"": 0.6666666865348816, ""local_delta_z"": 0.0, ""delta_yaw"": -0.0598958320915699, ""delta_pitch"": 0.0, ""movement_magnitude"": 0.6666666865348816, ""rotation_magnitude"": 0.0598958320915699, ""pose_confidence"": 1.0}"
Experiment001,12,1785484462.4916239,12,2,8,0.978451993316412,depth,225280,0.978451993316412,physmem_keep,0 1 2 9 10 11 12 13 14,stableworld_tri_9,9,1,6,117.1725639142096,,,,,0.978451993316412,,,,Turn Left,0.1796875,0.6374182226694904,,KEEP,0.7182214260101318,,,,depth,0.978451993316412,0.978451993316412,"{""frame_id"": 12, ""current_frame_id"": 12, ""similarity"": 0.978451993316412, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.978451993316412, ""decision"": ""physmem_keep"", ""memory_state"": [0, 1, 2, 9, 10, 11, 12, 13, 14], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 6, ""runtime"": 117.1725639142096, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Left"", ""move_intent"": ""None"", ""has_view_motion"": true, ""has_move_motion"": false, ""action_explanation"": ""viewpoint_change"", ""pose_delta_position"": 0.0, ""view_state"": ""View Transition"", ""view_confidence"": 0.5989583333333334, ""view_pose_distance"": 0.0, ""view_yaw_delta"": 0.1796875, ""nearest_view_frame_id"": 9, ""memory_selection_mode"": ""protect_current"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""view=0.1797:Turn Left"", ""trajectory_motion_state"": ""Idle"", ""trajectory_direction"": ""none"", ""trajectory_frames"": 0, ""trajectory_distance"": 0.0, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.0, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": true, ""revisit_gate_reason"": ""view_transition"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""View Rotation Only"", ""action_mode_confidence"": 0.998263888888889, ""action_mode_reason"": ""view=0.1797:Turn Left"", ""scheduler_path"": ""View Rotation Only->protect_current"", ""frame_index"": 12, ""pose_x"": 0.6663677496442973, ""pose_z"": 0.01996229369068322, ""pose_yaw"": -0.2395833320915699, ""pose_pitch"": 0.0, ""delta_x"": 0.0, ""delta_z"": 0.0, ""local_delta_x"": 0.0, ""local_delta_z"": 0.0, ""delta_yaw"": -0.1796875, ""delta_pitch"": 0.0, ""movement_magnitude"": 0.0, ""rotation_magnitude"": 0.1796875, ""pose_confidence"": 1.0}"
Experiment001,15,1785484463.8390431,15,2,11,0.9777678437530994,depth,225280,0.9777678437530994,physmem_keep,0 1 2 12 13 14 15 16 17,stableworld_tri_9,9,1,6,141.4937567897141,,,,,0.9777678437530994,,,,Viewpoint Locomotion,0.3333333432674408,0.7498709720424426,,KEEP,0.6521486043930054,,,,depth,0.9777678437530994,0.9777678437530994,"{""frame_id"": 15, ""current_frame_id"": 15, ""similarity"": 0.9777678437530994, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9777678437530994, ""decision"": ""physmem_keep"", ""memory_state"": [0, 1, 2, 12, 13, 14, 15, 16, 17], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 6, ""runtime"": 141.4937567897141, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Left"", ""move_intent"": ""Left"", ""has_view_motion"": true, ""has_move_motion"": true, ""action_explanation"": ""viewpoint_locomotion"", ""pose_delta_position"": 0.3333333432674408, ""view_state"": ""Known View"", ""view_confidence"": 0.5377178604598918, ""view_pose_distance"": 0.3333333432674408, ""view_yaw_delta"": 0.2395833320915699, ""nearest_view_frame_id"": 9, ""memory_selection_mode"": ""current_window"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""view_state=Known View"", ""trajectory_motion_state"": ""Starting"", ""trajectory_direction"": ""left"", ""trajectory_frames"": 1, ""trajectory_distance"": 0.3333333432674408, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.75, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": false, ""revisit_gate_reason"": ""known_view_blocked_by_motion:0.3333"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""Viewpoint Locomotion"", ""action_mode_confidence"": 0.3333333432674408, ""action_mode_reason"": ""move=0.3333:view=0.0599:Viewpoint Locomotion"", ""scheduler_path"": ""Viewpoint Locomotion->current_window"", ""frame_index"": 15, ""pose_x"": 0.345069132957115, ""pose_z"": -0.06879758828733987, ""pose_yaw"": -0.2994791641831398, ""pose_pitch"": 0.0, ""delta_x"": -0.32129861668718235, ""delta_z"": -0.08875988197802309, ""local_delta_x"": -0.3333333432674408, ""local_delta_z"": 0.0, ""delta_yaw"": -0.0598958320915699, ""delta_pitch"": 0.0, ""movement_magnitude"": 0.3333333432674408, ""rotation_magnitude"": 0.0598958320915699, ""pose_confidence"": 0.6666666865348816}"
Experiment001,18,1785484465.155499,18,2,14,0.9336422756314278,depth,225280,0.9336422756314278,physmem_insert,0 2 13 14 15 16 17 18 19,stableworld_tri_9,9,1,7,102.98474226146936,,,,,0.9336422756314278,,,,Viewpoint Locomotion,0.7453560147132695,0.508621956627328,,INSERT,0.6057382225990295,,,,depth,0.9336422756314278,0.9336422756314278,"{""frame_id"": 18, ""current_frame_id"": 18, ""similarity"": 0.9336422756314278, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9336422756314278, ""decision"": ""physmem_insert"", ""memory_state"": [0, 2, 13, 14, 15, 16, 17, 18, 19], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 7, ""runtime"": 102.98474226146936, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Left"", ""move_intent"": ""Right"", ""has_view_motion"": true, ""has_move_motion"": true, ""action_explanation"": ""viewpoint_locomotion"", ""pose_delta_position"": 0.3333333432674408, ""view_state"": ""Known View"", ""view_confidence"": 0.6555028474294428, ""view_pose_distance"": 0.01996229369068325, ""view_yaw_delta"": 0.2994791641831398, ""nearest_view_frame_id"": 9, ""memory_selection_mode"": ""current_window"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""view_state=Known View"", ""trajectory_motion_state"": ""Starting"", ""trajectory_direction"": ""right"", ""trajectory_frames"": 1, ""trajectory_distance"": 0.3333333432674408, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.75, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": false, ""revisit_gate_reason"": ""known_view_blocked_by_motion:0.3333"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""Viewpoint Locomotion"", ""action_mode_confidence"": 0.3333333432674408, ""action_mode_reason"": ""move=0.3333:view=0.0599:Viewpoint Locomotion"", ""scheduler_path"": ""Viewpoint Locomotion->current_window"", ""frame_index"": 18, ""pose_x"": 0.6604784219946442, ""pose_z"": 0.03903607121974452, ""pose_yaw"": -0.3593749962747097, ""pose_pitch"": 0.0, ""delta_x"": 0.3154092890375293, ""delta_z"": 0.10783365950708439, ""local_delta_x"": 0.3333333432674408, ""local_delta_z"": 0.0, ""delta_yaw"": -0.0598958320915699, ""delta_pitch"": 0.0, ""movement_magnitude"": 0.3333333432674408, ""rotation_magnitude"": 0.0598958320915699, ""pose_confidence"": 1.0}"
Experiment001,21,1785484466.5311146,20,13,16,0.9560916088521481,depth,225280,0.9560916088521481,physmem_keep,0 2 13 17 18 19 20 21 22,stableworld_tri_9,9,1,6,171.40178196132183,,,,,0.9560916088521481,,,,Viewpoint Locomotion,0.7453560147132695,0.5906657804585057,,KEEP,0.6480267643928528,,,,depth,0.9560916088521481,0.9560916088521481,"{""frame_id"": 21, ""current_frame_id"": 20, ""similarity"": 0.9560916088521481, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9560916088521481, ""decision"": ""physmem_keep"", ""memory_state"": [0, 2, 13, 17, 18, 19, 20, 21, 22], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 6, ""runtime"": 171.40178196132183, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Right"", ""move_intent"": ""Left"", ""has_view_motion"": true, ""has_move_motion"": true, ""action_explanation"": ""viewpoint_locomotion"", ""pose_delta_position"": 0.3333333432674408, ""view_state"": ""Known View"", ""view_confidence"": 1.0, ""view_pose_distance"": 5.551115123125783e-17, ""view_yaw_delta"": 0.0, ""nearest_view_frame_id"": 15, ""memory_selection_mode"": ""current_window"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""view_state=Known View"", ""trajectory_motion_state"": ""Starting"", ""trajectory_direction"": ""left"", ""trajectory_frames"": 1, ""trajectory_distance"": 0.3333333432674408, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.75, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": false, ""revisit_gate_reason"": ""known_view_blocked_by_motion:0.3333"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""Viewpoint Locomotion"", ""action_mode_confidence"": 0.3333333432674408, ""action_mode_reason"": ""move=0.3333:view=0.0599:Viewpoint Locomotion"", ""scheduler_path"": ""Viewpoint Locomotion->current_window"", ""frame_index"": 21, ""pose_x"": 0.34506913295711494, ""pose_z"": -0.06879758828733987, ""pose_yaw"": -0.2994791641831398, ""pose_pitch"": 0.0, ""delta_x"": -0.3154092890375293, ""delta_z"": -0.10783365950708439, ""local_delta_x"": -0.3333333432674408, ""local_delta_z"": 0.0, ""delta_yaw"": 0.0598958320915699, ""delta_pitch"": 0.0, ""movement_magnitude"": 0.3333333432674408, ""rotation_magnitude"": 0.0598958320915699, ""pose_confidence"": 1.0}"
Experiment001,24,1785484467.7499397,23,13,19,0.9752921257168055,depth,225280,0.9752921257168055,physmem_keep,0 2 13 20 21 22 23 24 25,stableworld_tri_9,9,1,6,140.53192595019937,,,,,0.9752921257168055,,,,Viewpoint Locomotion,0.3333333432674408,0.6877590132581018,,KEEP,0.6140295267105103,,,,depth,0.9752921257168055,0.9752921257168055,"{""frame_id"": 24, ""current_frame_id"": 23, ""similarity"": 0.9752921257168055, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9752921257168055, ""decision"": ""physmem_keep"", ""memory_state"": [0, 2, 13, 20, 21, 22, 23, 24, 25], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 6, ""runtime"": 140.53192595019937, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Right"", ""move_intent"": ""Right"", ""has_view_motion"": true, ""has_move_motion"": true, ""action_explanation"": ""viewpoint_locomotion"", ""pose_delta_position"": 0.3333333432674408, ""view_state"": ""Revisit"", ""view_confidence"": 0.7433035714285714, ""view_pose_distance"": 1.1107649934270853e-16, ""view_yaw_delta"": 0.1796875, ""nearest_view_frame_id"": 9, ""memory_selection_mode"": ""current_window"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""view_state=Revisit"", ""trajectory_motion_state"": ""Starting"", ""trajectory_direction"": ""right"", ""trajectory_frames"": 1, ""trajectory_distance"": 0.3333333432674408, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.75, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": false, ""revisit_gate_reason"": ""revisit_blocked_by_motion:0.3333"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""Viewpoint Locomotion"", ""action_mode_confidence"": 0.3333333432674408, ""action_mode_reason"": ""move=0.3333:view=0.0599:Viewpoint Locomotion"", ""scheduler_path"": ""Viewpoint Locomotion->current_window"", ""frame_index"": 24, ""pose_x"": 0.6663677496442972, ""pose_z"": 0.019962293690683225, ""pose_yaw"": -0.2395833320915699, ""pose_pitch"": 0.0, ""delta_x"": 0.32129861668718235, ""delta_z"": 0.08875988197802309, ""local_delta_x"": 0.3333333432674408, ""local_delta_z"": 0.0, ""delta_yaw"": 0.0598958320915699, ""delta_pitch"": 0.0, ""movement_magnitude"": 0.3333333432674408, ""rotation_magnitude"": 0.0598958320915699, ""pose_confidence"": 0.6666666865348816}"
Experiment001,27,1785484469.0312486,26,13,22,0.9697453211992979,depth,225280,0.9697453211992979,physmem_keep,0 2 13 23 24 25 26 27 28,stableworld_tri_9,9,1,6,70.61580009758472,,,,,0.9697453211992979,,,,Turn Right,0.1796875,0.5267042713567593,,KEEP,0.4931524693965912,,,,depth,0.9697453211992979,0.9697453211992979,"{""frame_id"": 27, ""current_frame_id"": 26, ""similarity"": 0.9697453211992979, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9697453211992979, ""decision"": ""physmem_keep"", ""memory_state"": [0, 2, 13, 23, 24, 25, 26, 27, 28], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 6, ""runtime"": 70.61580009758472, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Right"", ""move_intent"": ""None"", ""has_view_motion"": true, ""has_move_motion"": false, ""action_explanation"": ""viewpoint_change"", ""pose_delta_position"": 0.0, ""view_state"": ""View Transition"", ""view_confidence"": 0.5989583333333334, ""view_pose_distance"": 0.0, ""view_yaw_delta"": 0.1796875, ""nearest_view_frame_id"": 23, ""memory_selection_mode"": ""protect_current"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""view=0.1797:Turn Right"", ""trajectory_motion_state"": ""Idle"", ""trajectory_direction"": ""none"", ""trajectory_frames"": 0, ""trajectory_distance"": 0.0, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.0, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": true, ""revisit_gate_reason"": ""view_transition"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""View Rotation Only"", ""action_mode_confidence"": 0.998263888888889, ""action_mode_reason"": ""view=0.1797:Turn Right"", ""scheduler_path"": ""View Rotation Only->protect_current"", ""frame_index"": 27, ""pose_x"": 0.6663677496442972, ""pose_z"": 0.019962293690683225, ""pose_yaw"": -0.0598958320915699, ""pose_pitch"": 0.0, ""delta_x"": 0.0, ""delta_z"": 0.0, ""local_delta_x"": 0.0, ""local_delta_z"": 0.0, ""delta_yaw"": 0.1796875, ""delta_pitch"": 0.0, ""movement_magnitude"": 0.0, ""rotation_magnitude"": 0.1796875, ""pose_confidence"": 1.0}"
Experiment001,30,1785484470.3643892,29,13,25,0.9713761936873198,depth,225280,0.9713761936873198,physmem_keep,0 2 13 26 27 28 29 30 31,stableworld_tri_9,9,1,6,73.15628882497549,,,,,0.9713761936873198,,,,Viewpoint Locomotion,0.6666666865348816,0.570747074705545,,KEEP,0.5439304709434509,,,,depth,0.9713761936873198,0.9713761936873198,"{""frame_id"": 30, ""current_frame_id"": 29, ""similarity"": 0.9713761936873198, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9713761936873198, ""decision"": ""physmem_keep"", ""memory_state"": [0, 2, 13, 26, 27, 28, 29, 30, 31], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 6, ""runtime"": 73.15628882497549, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Left"", ""move_intent"": ""Backward"", ""has_view_motion"": true, ""has_move_motion"": true, ""action_explanation"": ""viewpoint_locomotion"", ""pose_delta_position"": 0.6666666865348816, ""view_state"": ""Revisit"", ""view_confidence"": 0.5267236979589576, ""view_pose_distance"": 0.6666666865348816, ""view_yaw_delta"": 0.02018229104578495, ""nearest_view_frame_id"": 9, ""memory_selection_mode"": ""current_window"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""view_state=Revisit"", ""trajectory_motion_state"": ""Starting"", ""trajectory_direction"": ""backward"", ""trajectory_frames"": 1, ""trajectory_distance"": 0.6666666865348816, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.75, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": false, ""revisit_gate_reason"": ""revisit_blocked_by_motion:0.6667"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""Viewpoint Locomotion"", ""action_mode_confidence"": 0.6666666865348816, ""action_mode_reason"": ""move=0.6667:view=0.0202:Viewpoint Locomotion"", ""scheduler_path"": ""Viewpoint Locomotion->current_window"", ""frame_index"": 30, ""pose_x"": 0.7129876555922678, ""pose_z"": -0.6450723334565056, ""pose_yaw"": -0.08007812313735485, ""pose_pitch"": 0.0, ""delta_x"": 0.046619905947970657, ""delta_z"": -0.6650346271471889, ""local_delta_x"": 0.0, ""local_delta_z"": -0.6666666865348816, ""delta_yaw"": -0.02018229104578495, ""delta_pitch"": 0.0, ""movement_magnitude"": 0.6666666865348816, ""rotation_magnitude"": 0.02018229104578495, ""pose_confidence"": 1.0}"
Experiment001,33,1785484471.6932025,32,13,28,0.9540015496313572,depth,225280,0.9540015496313572,physmem_insert,0 13 27 28 29 30 31 32 33,stableworld_tri_9,9,1,7,62.30862205848098,,,,,0.9540015496313572,,,,Viewpoint Locomotion,1.0,0.495840236005208,,INSERT,0.4947527348995209,,,,depth,0.9540015496313572,0.9540015496313572,"{""frame_id"": 33, ""current_frame_id"": 32, ""similarity"": 0.9540015496313572, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9540015496313572, ""decision"": ""physmem_insert"", ""memory_state"": [0, 13, 27, 28, 29, 30, 31, 32, 33], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 7, ""runtime"": 62.30862205848098, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""Turn Right"", ""move_intent"": ""Walk"", ""has_view_motion"": true, ""has_move_motion"": true, ""action_explanation"": ""viewpoint_locomotion"", ""pose_delta_position"": 1.0, ""view_state"": ""Known View"", ""view_confidence"": 0.41520195891044703, ""view_pose_distance"": 0.3153372289261253, ""view_yaw_delta"": 0.35937499813735485, ""nearest_view_frame_id"": 18, ""memory_selection_mode"": ""current_window"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""view_state=Known View"", ""trajectory_motion_state"": ""Starting"", ""trajectory_direction"": ""forward"", ""trajectory_frames"": 1, ""trajectory_distance"": 1.0, ""trajectory_should_progress"": false, ""trajectory_confidence"": 0.75, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": false, ""revisit_gate_reason"": ""known_view_blocked_by_motion:1.0000"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""Viewpoint Locomotion"", ""action_mode_confidence"": 1.0, ""action_mode_reason"": ""move=1.0000:view=0.0801:Viewpoint Locomotion"", ""scheduler_path"": ""Viewpoint Locomotion->current_window"", ""frame_index"": 33, ""pose_x"": 0.672959292043139, ""pose_z"": 0.3541262104333355, ""pose_yaw"": 1.862645149230957e-09, ""pose_pitch"": 0.0, ""delta_x"": -0.04002836354912891, ""delta_z"": 0.9991985438898411, ""local_delta_x"": 0.0, ""local_delta_z"": 1.0, ""delta_yaw"": 0.080078125, ""delta_pitch"": 0.0, ""movement_magnitude"": 1.0, ""rotation_magnitude"": 0.080078125, ""pose_confidence"": 1.0}"
Experiment001,36,1785484473.0983093,34,27,30,0.9111622869968414,depth,225280,0.9111622869968414,physmem_keep,0 13 27 31 32 33 34 35 36,stableworld_tri_9,9,1,6,148.88312621042132,,,,,0.9111622869968414,,,,Walk,1.0540925565309005,0.6034411582303626,,KEEP,0.7536435723304749,,,,depth,0.9111622869968414,0.9111622869968414,"{""frame_id"": 36, ""current_frame_id"": 34, ""similarity"": 0.9111622869968414, ""similarity_type"": ""depth"", ""matching_points"": 225280, ""confidence"": 0.9111622869968414, ""decision"": ""physmem_keep"", ""memory_state"": [0, 13, 27, 31, 32, 33, 34, 35, 36], ""memory_id"": ""stableworld_tri_9"", ""memory_size"": 9, ""replace_count"": 1, ""keep_count"": 6, ""runtime"": 148.88312621042132, ""pose_event"": """", ""use_pose_memory"": true, ""view_intent"": ""None"", ""move_intent"": ""Walk"", ""has_view_motion"": false, ""has_move_motion"": true, ""action_explanation"": ""locomotion"", ""pose_delta_position"": 1.0540925565309005, ""view_state"": ""Novel View"", ""view_confidence"": 0.5, ""view_pose_distance"": 1.0540925565309003, ""view_yaw_delta"": 0.0, ""nearest_view_frame_id"": 32, ""memory_selection_mode"": ""orb_locomotion"", ""memory_selection_target"": null, ""memory_selection_anchor_type"": """", ""memory_selection_reason"": ""move=1.0541:Walk"", ""trajectory_motion_state"": ""Progressing"", ""trajectory_direction"": ""forward"", ""trajectory_frames"": 2, ""trajectory_distance"": 2.0540925565309003, ""trajectory_should_progress"": true, ""trajectory_confidence"": 1.0, ""revisit_gate_allow_retrieve"": false, ""revisit_gate_allow_soft_reuse"": false, ""revisit_gate_force_progress"": false, ""revisit_gate_protect_current"": false, ""revisit_gate_reason"": ""locomotion_only_orb_dominant"", ""selection_is_hard_retrieve"": false, ""selection_is_soft_reuse"": false, ""selection_is_progress"": false, ""action_mode"": ""Locomotion Only"", ""action_mode_confidence"": 1.0, ""action_mode_reason"": ""move=1.0541:Walk"", ""scheduler_path"": ""Locomotion Only->orb_locomotion"", ""frame_index"": 36, ""pose_x"": 0.33962595063834333, ""pose_z"": 1.3541262110542172, ""pose_yaw"": 1.862645149230957e-09, ""pose_pitch"": 0.0, ""delta_x"": -0.33333334140479565, ""delta_z"": 1.0000000006208818, ""local_delta_x"": -0.3333333432674408, ""local_delta_z"": 1.0, ""delta_yaw"": 0.0, ""delta_pitch"": 0.0, ""movement_magnitude"": 1.0540925565309005, ""rotation_magnitude"": 0.0, ""pose_confidence"": 1.0}"
