frame_index,reference_frame,middle_frame,current_frame,similarity,delete_frame,delete_range,memory_size,matching_points,orb_runtime_ms,lightglue_runtime_ms,runtime_ms,confidence,semantic_similarity,final_similarity,spatial_alpha,average_displacement,median_displacement,maximum_displacement,depth_runtime_ms,geometry_similarity,depth_difference,depth_metric,depth_cache_hit_reference,depth_cache_hit_current,memory_state,policy,transition,unified_memory_score,geometry_confidence,intent_state,estimator,decision,window_before,window_after,pose_x,pose_z,pose_yaw,pose_pitch,delta_x,delta_z,local_delta_x,local_delta_z,delta_yaw,delta_pitch,movement_magnitude,rotation_magnitude,pose_confidence,pose_delta_position,view_state,view_confidence,view_pose_distance,view_yaw_delta,nearest_view_frame_id,key_anchor_frame_id,key_anchor_type,key_anchor_reason,memory_selection_mode,memory_selection_target,memory_selection_anchor_type,memory_selection_reason,trajectory_motion_state,trajectory_direction,trajectory_frames,trajectory_distance,trajectory_should_progress,trajectory_confidence,revisit_gate_allow_retrieve,revisit_gate_allow_soft_reuse,revisit_gate_force_progress,revisit_gate_protect_current,revisit_gate_reason,selection_is_hard_retrieve,selection_is_soft_reuse,selection_is_progress,action_mode,action_mode_confidence,action_mode_reason,scheduler_path,view_intent,move_intent,has_view_motion,has_move_motion,action_explanation,use_pose_memory
87,77,80,84,0.927496887743473,78,78-79-80,9,225280,0.0,0.0,291.2521371617913,0.927496887743473,0.927496887743473,0.927496887743473,0.0,0.0,0.0,0.0,291.2521371617913,0.927496887743473,0.07250311225652695,l1,False,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6313850035116,0.927496887743473,Walk,depth,physmem_keep,64 66 77 78 79 80 81 82 83,64 66 77 81 82 83 84 85 86,-0.05370987940610128,9.072631096500775,5.587935447692871e-09,0.0,-0.6666666809469461,1.0000000037252903,-0.6666666865348816,1.0,0.0,0.0,1.2018504361755658,0.0,1.0,1.2018504361755658,Novel View,0.5,1.2018504361755658,0.0,82,,,,orb_locomotion,,,move=1.2019:Walk,Progressing,forward,2,2.201850436175566,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.2019:Walk,Locomotion Only->orb_locomotion,None,Walk,False,True,locomotion,True
90,77,83,87,0.9566582031548023,81,81-82-83,9,225280,0.0,0.0,82.36214006319642,0.9566582031548023,0.9566582031548023,0.9566582031548023,0.0,0.0,0.0,0.0,82.36214006319642,0.9566582031548023,0.04334179684519768,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5994465844662157,0.9566582031548023,Walk,depth,physmem_keep,64 66 77 81 82 83 84 85 86,64 66 77 84 85 86 87 88 89,0.27962346944927496,10.07263109463813,5.587935447692871e-09,0.0,0.33333334885537624,0.9999999981373549,0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,84,,,,orb_locomotion,,,move=1.0541:Walk,Progressing,forward,3,3.2559429927064665,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,None,Walk,False,True,locomotion,True
93,77,86,90,0.9526979848742485,64,64-66-77,9,225280,0.0,0.0,128.4206621348858,0.9526979848742485,0.9526979848742485,0.9526979848742485,0.0,0.0,0.0,0.0,128.4206621348858,0.9526979848742485,0.047302015125751495,l1,True,False,INSERT,physmem_rule,action_mode_hybrid_forward_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|view=Novel View|selection=hybrid_locomotion|trajectory=Progressing:forward|prev=KEEP,0.4967974678756367,0.9526979848742485,Viewpoint Locomotion,depth,physmem_insert,64 66 77 84 85 86 87 88 89,84 85 86 87 88 89 90 91 92,0.5726613008949158,11.085172425683675,-0.08007811941206455,0.0,0.2930378314456409,1.0125413310455458,0.3333333432674408,1.0,-0.080078125,0.0,1.0540925565309005,0.080078125,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309,0.080078125,87,90,forward_anchor,hybrid_forward_progress,hybrid_locomotion,,,hybrid_forward_progress,Progressing,forward,4,4.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.0541:view=0.0801:Viewpoint Locomotion,Viewpoint Locomotion->hybrid_locomotion,Turn Left,Walk,True,True,viewpoint_locomotion,True
96,86,89,93,0.9676542021334171,84,84-85-86,9,225280,0.0,0.0,175.85983825847507,0.9676542021334171,0.9676542021334171,0.9676542021334171,0.0,0.0,0.0,0.0,175.85983825847507,0.9676542021334171,0.03234579786658287,l1,True,False,INSERT,physmem_rule,trajectory_forward_progress|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|view=Novel View|selection=hybrid_locomotion|trajectory=Progressing:forward|prev=INSERT,0.5963050985979717,0.9676542021334171,Viewpoint Locomotion,depth,physmem_insert,84 85 86 87 88 89 90 91 92,87 88 89 90 91 92 93 94 95,0.5326329410680916,12.084370969722633,5.587935447692871e-09,0.0,-0.040028359826824275,0.9991985440389584,0.0,1.0,0.080078125,0.0,1.0,0.080078125,1.0,1.0,Novel View,0.5,0.9999999999999993,0.080078125,90,,,,hybrid_locomotion,,,hybrid_forward_progress,Progressing,forward,5,5.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0801:Viewpoint Locomotion,Viewpoint Locomotion->hybrid_locomotion,Turn Right,Walk,True,True,viewpoint_locomotion,True
99,89,92,96,0.985563256777823,90,90-91-92,9,225280,0.0,0.0,110.44947616755962,0.985563256777823,0.985563256777823,0.985563256777823,0.0,0.0,0.0,0.0,110.44947616755962,0.985563256777823,0.014436743222177029,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6459480311391961,0.985563256777823,Walk,depth,physmem_keep,87 88 89 90 91 92 93 94 95,87 88 89 93 94 95 96 97 98,0.1992996033885862,13.084370971585278,5.587935447692871e-09,0.0,-0.33333333767950535,1.0000000018626451,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,93,,,,orb_locomotion,,,move=1.0541:Walk,Progressing,forward,6,6.364128105768267,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,None,Walk,False,True,locomotion,True
102,89,95,99,0.9647294096648693,93,93-94-95,9,225280,0.0,0.0,60.42163958773017,0.9647294096648693,0.9647294096648693,0.9647294096648693,0.0,0.0,0.0,0.0,60.42163958773017,0.9647294096648693,0.03527059033513069,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5739054253608022,0.9647294096648693,Walk,depth,physmem_keep,87 88 89 93 94 95 96 97 98,87 88 89 96 97 98 99 100 101,-0.13403373429091914,14.084370973447923,5.587935447692871e-09,0.0,-0.33333333767950535,1.0000000018626451,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,96,,,,orb_locomotion,,,move=1.0541:Walk,Progressing,forward,7,7.418220662299167,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,None,Walk,False,True,locomotion,True
105,89,98,102,0.9673441797494888,87,87-88-89,9,225280,0.0,0.0,66.7360839433968,0.9673441797494888,0.9673441797494888,0.9673441797494888,0.0,0.0,0.0,0.0,66.7360839433968,0.9673441797494888,0.03265582025051117,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|view=Known View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5750846252826812,0.9673441797494888,Walk,depth,physmem_insert,87 88 89 96 97 98 99 100 101,96 97 98 99 100 101 102 103 104,0.19929961270181207,14.75103765812016,5.587935447692871e-09,0.0,0.3333333469927312,0.6666666846722364,0.3333333432674408,0.6666666865348816,0.0,0.0,0.7453560147132695,0.0,1.0,0.7453560147132695,Known View,0.5615552854627825,0.7453560147132695,0.0,99,,,,orb_locomotion,,,move=0.7454:Walk,Progressing,forward,8,8.163576677012436,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,0.7453560147132695,move=0.7454:Walk,Locomotion Only->orb_locomotion,None,Walk,False,True,locomotion,True
108,98,101,105,0.9651921726763248,99,99-100-101,9,225280,0.0,0.0,62.36240779981017,0.9651921726763248,0.9651921726763248,0.9651921726763248,0.0,0.0,0.0,0.0,62.36240779981017,0.9651921726763248,0.034807827323675156,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|view=Known View|selection=orb_locomotion|trajectory=Starting:right|prev=INSERT,0.6212954950614712,0.9651921726763248,Right,depth,physmem_keep,96 97 98 99 100 101 102 103 104,96 97 98 102 103 104 105 106 107,0.5326329559692529,14.751037656257514,5.587935447692871e-09,0.0,0.3333333432674408,-1.8626452047421083e-09,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.3333333432674408,Known View,0.8039215627838583,0.3333333432674408,0.0,102,,,,orb_locomotion,,,move=0.3333:Right,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,0.3333333432674408,move=0.3333:Right,Locomotion Only->orb_locomotion,None,Right,False,True,lateral_motion,True
111,98,104,108,0.9852442145347595,102,102-103-104,9,225280,0.0,0.0,100.33817170187831,0.9852442145347595,0.9852442145347595,0.9852442145347595,0.0,0.0,0.0,0.0,100.33817170187831,0.9852442145347595,0.014755785465240479,l1,True,False,KEEP,physmem_rule,action_mode_view_rotation_protect|mode=View Rotation Only|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5993526753276205,0.9852442145347595,Turn Left,depth,physmem_keep,96 97 98 102 103 104 105 106 107,96 97 98 105 106 107 108 109 110,0.5326329559692529,14.751037656257514,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,105,108,turn_anchor,view_transition,protect_current,,,view=0.1797:Turn Left,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Left,View Rotation Only->protect_current,Turn Left,None,True,False,viewpoint_change,True
114,98,107,111,0.9778077900409698,105,105-106-107,9,225280,0.0,0.0,181.25763488933444,0.9778077900409698,0.9778077900409698,0.9778077900409698,0.0,0.0,0.0,0.0,181.25763488933444,0.9778077900409698,0.02219220995903015,l1,True,False,KEEP,physmem_rule,action_mode_view_rotation_protect|mode=View Rotation Only|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.6175489761174737,0.9778077900409698,Turn Left,depth,physmem_keep,96 97 98 105 106 107 108 109 110,96 97 98 108 109 110 111 112 113,0.5326329559692529,14.751037656257514,-0.35937499441206455,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,105,,,,protect_current,,,view=0.1797:Turn Left,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Left,View Rotation Only->protect_current,Turn Left,None,True,False,viewpoint_change,True
117,98,110,114,0.981968192383647,108,108-109-110,9,225280,0.0,0.0,69.2065586335957,0.981968192383647,0.981968192383647,0.981968192383647,0.0,0.0,0.0,0.0,69.2065586335957,0.981968192383647,0.018031807616353035,l1,True,False,KEEP,physmem_rule,view_revisit_retrieve_memory|mode=Viewpoint Locomotion|view=Revisit|selection=current_window|trajectory=Starting:left|prev=KEEP,0.6002992006168181,0.981968192383647,Viewpoint Locomotion,depth,physmem_keep,96 97 98 108 109 110 111 112 113,96 97 98 111 112 113 114 115 116,0.21722366673086768,14.643203997337926,-0.29947916232049465,0.0,-0.3154092892383852,-0.10783365891958879,-0.3333333432674408,0.0,0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.4992971676336348,0.10931317446005465,0.2994791679084301,102,,,,current_window,,,view_state=Revisit,Starting,left,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->current_window,Turn Right,Left,True,True,viewpoint_locomotion,True
