frame_index,reference_frame,middle_frame,current_frame,similarity,delete_frame,delete_range,memory_size,matching_points,orb_runtime_ms,lightglue_runtime_ms,runtime_ms,confidence,semantic_similarity,final_similarity,spatial_alpha,average_displacement,median_displacement,maximum_displacement,depth_runtime_ms,geometry_similarity,depth_difference,depth_metric,depth_cache_hit_reference,depth_cache_hit_current,memory_state,policy,transition,unified_memory_score,geometry_confidence,intent_state,estimator,decision,window_before,window_after,pose_x,pose_z,pose_yaw,pose_pitch,delta_x,delta_z,local_delta_x,local_delta_z,delta_yaw,delta_pitch,movement_magnitude,rotation_magnitude,pose_confidence,pose_delta_position,view_state,view_confidence,view_pose_distance,view_yaw_delta,nearest_view_frame_id,key_anchor_frame_id,key_anchor_type,key_anchor_reason,memory_selection_mode,memory_selection_target,memory_selection_anchor_type,memory_selection_reason,trajectory_motion_state,trajectory_direction,trajectory_frames,trajectory_distance,trajectory_should_progress,trajectory_confidence,view_intent,move_intent,has_view_motion,has_move_motion,action_explanation,use_pose_memory
69,47,59,63,0.9535057209432125,57,57-58-59,9,225280,0.0,0.0,57.20058036968112,0.9535057209432125,0.9535057209432125,0.9535057209432125,0.0,0.0,0.0,0.0,57.20058036968112,0.9535057209432125,0.04649427905678749,l1,True,False,KEEP,physmem_rule,selection_retrieve_anchor|view=Revisit|selection=retrieve_anchor|trajectory=Starting:right|prev=KEEP,0.5633250279671387,0.9535057209432125,Viewpoint Locomotion,depth,physmem_keep,52 45 47 57 58 59 60 61 62,52 45 47 60 61 62 63 64 65,0.31089297106798475,7.298264366462158,-0.29947916232049465,0.0,0.3212986168525105,0.08875988137955779,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.5256722305105771,0.0697505881274062,0.2994791641831398,52,63,revisit_anchor,pose_revisit,retrieve_anchor,52,forward_anchor,revisit_nearest_anchor:0.0698,Starting,right,1,0.3333333432674408,False,0.75,Turn Left,Right,True,True,viewpoint_locomotion,True
72,47,62,66,0.9685957357287407,45,45-60,9,225280,0.0,0.0,55.62520585954189,0.9685957357287407,0.9685957357287407,0.9685957357287407,0.0,0.0,0.0,0.0,55.62520585954189,0.9685957357287407,0.03140426427125931,l1,True,False,INSERT,physmem_rule,trajectory_right_progress|view=Revisit|selection=retrieve_anchor|trajectory=Progressing:right|prev=KEEP,0.5466673429881939,0.9685957357287407,Viewpoint Locomotion,depth,physmem_insert,52 45 47 60 61 62 63 64 65,52 47 61 62 63 64 65 66 67,0.6263022603063699,7.4060980253817466,-0.35937499441206455,0.0,0.3154092892383852,0.10783365891958879,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.6444299012182546,0.01996229369068248,0.2395833320915699,54,66,revisit_anchor,pose_revisit,retrieve_anchor,52,forward_anchor,revisit_nearest_anchor:0.3292,Progressing,right,2,0.6666666865348816,True,1.0,Turn Left,Right,True,True,viewpoint_locomotion,True
75,61,64,68,0.9560566581785679,62,62-63-64,9,225280,0.0,0.0,146.3449401780963,0.9560566581785679,0.9560566581785679,0.9560566581785679,0.0,0.0,0.0,0.0,146.3449401780963,0.9560566581785679,0.043943341821432114,l1,False,False,KEEP,physmem_rule,selection_protect_current|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=INSERT,0.5994517071525176,0.9560566581785679,Turn Right,depth,physmem_keep,52 47 61 62 63 64 65 66 67,52 47 61 65 66 67 68 69 70,0.6263022603063699,7.4060980253817466,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,66,,,,protect_current,,,view_transition,Idle,none,0,0.0,False,0.0,Turn Right,None,True,False,viewpoint_change,True
78,61,67,71,0.920579232275486,65,65-66-67,9,225280,0.0,0.0,112.91650077328086,0.920579232275486,0.920579232275486,0.920579232275486,0.0,0.0,0.0,0.0,112.91650077328086,0.920579232275486,0.07942076772451401,l1,True,False,KEEP,physmem_rule,selection_protect_current|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5659926463466871,0.920579232275486,Turn Right,depth,physmem_keep,52 47 61 65 66 67 68 69 70,52 47 61 68 69 70 71 72 73,0.6263022603063699,7.4060980253817466,5.587935447692871e-09,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,66,,,,protect_current,,,view_transition,Idle,none,0,0.0,False,0.0,Turn Right,None,True,False,viewpoint_change,True
81,61,70,74,0.9199929386377335,68,68-69-70,9,225280,0.0,0.0,143.75846087932587,0.9199929386377335,0.9199929386377335,0.9199929386377335,0.0,0.0,0.0,0.0,143.75846087932587,0.9199929386377335,0.08000706136226654,l1,True,False,KEEP,physmem_rule,selection_retrieve_anchor|view=Revisit|selection=retrieve_anchor|trajectory=Starting:backward|prev=KEEP,0.5229229925472866,0.9199929386377335,Viewpoint Locomotion,depth,physmem_keep,52 47 61 68 69 70 71 72 73,66 47 61 71 72 73 74 75 76,0.6329749899874267,7.072831476786702,-0.04003905691206455,0.0,0.006672729681056797,-0.3332665485950444,0.0,-0.3333333432674408,-0.0400390625,0.0,0.33333334326744085,0.0400390625,1.0,0.33333334326744085,Revisit,0.7466416865158421,0.29423948713757336,0.0400390587747097,50,74,revisit_anchor,pose_revisit,retrieve_anchor,66,revisit_anchor,revisit_nearest_anchor:0.3333,Starting,backward,1,0.3333333432674408,False,0.75,Turn Left,Backward,True,True,viewpoint_locomotion,True
84,61,73,77,0.9312729164958,71,71-72-73,9,225280,0.0,0.0,183.40192083269358,0.9312729164958,0.9312729164958,0.9312729164958,0.0,0.0,0.0,0.0,183.40192083269358,0.9312729164958,0.06872708350419998,l1,True,False,KEEP,physmem_rule,selection_reuse_anchor|view=Known View|selection=reuse_anchor|trajectory=Starting:forward|prev=KEEP,0.5450894096762557,0.9312729164958,Viewpoint Locomotion,depth,physmem_keep,66 47 61 71 72 73 74 75 76,66 47 61 74 75 76 77 78 79,0.6129568015408449,8.072631092775485,5.587935447692871e-09,0.0,-0.020018188446581885,0.9997996159887826,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0,Known View,0.20853758754293916,0.666666656732559,0.359375,66,77,forward_anchor,forward_progression,reuse_anchor,66,revisit_anchor,known_view_anchor:0.6667:0.3594,Starting,forward,1,1.0,False,0.75,Turn Right,Walk,True,True,viewpoint_locomotion,True
87,61,76,80,0.963904794305563,47,47-74,9,225280,0.0,0.0,84.57488939166069,0.963904794305563,0.963904794305563,0.963904794305563,0.0,0.0,0.0,0.0,84.57488939166069,0.963904794305563,0.03609520569443703,l1,True,False,INSERT,physmem_rule,trajectory_forward_progress|view=Novel View|selection=create_anchor|trajectory=Progressing:forward|prev=KEEP,0.5577359778603452,0.963904794305563,Walk,depth,physmem_insert,66 47 61 74 75 76 77 78 79,66 61 75 76 77 78 79 80 81,-0.05370987940610128,9.072631096500775,5.587935447692871e-09,0.0,-0.6666666809469461,1.0000000037252903,-0.6666666865348816,1.0,0.0,0.0,1.2018504361755658,0.0,1.0,1.2018504361755658,Novel View,0.5,1.2018504361755658,0.0,77,,,,create_anchor,,,novel_view,Progressing,forward,2,2.201850436175566,True,1.0,None,Walk,False,True,locomotion,True
90,75,78,82,0.9618790708482265,76,76-77-78,9,225280,0.0,0.0,93.29452086240053,0.9618790708482265,0.9618790708482265,0.9618790708482265,0.0,0.0,0.0,0.0,93.29452086240053,0.9618790708482265,0.03812092915177345,l1,False,False,KEEP,physmem_rule,trajectory_forward_progress|insert_hysteresis_enter=0.35|view=Novel View|selection=create_anchor|trajectory=Progressing:forward|prev=INSERT,0.6068698142831626,0.9618790708482265,Walk,depth,physmem_keep,66 61 75 76 77 78 79 80 81,66 61 75 79 80 81 82 83 84,0.27962346944927496,10.07263109463813,5.587935447692871e-09,0.0,0.33333334885537624,0.9999999981373549,0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,80,,,,create_anchor,,,novel_view,Progressing,forward,3,3.2559429927064665,True,1.0,None,Walk,False,True,locomotion,True
93,75,81,85,0.9507238417863846,61,61-79,9,225280,0.0,0.0,143.81644083186984,0.9507238417863846,0.9507238417863846,0.9507238417863846,0.0,0.0,0.0,0.0,143.81644083186984,0.9507238417863846,0.04927615821361542,l1,True,False,INSERT,physmem_rule,trajectory_forward_progress|view=Novel View|selection=create_anchor|trajectory=Progressing:forward|prev=KEEP,0.5731285869592045,0.9507238417863846,Viewpoint Locomotion,depth,physmem_insert,66 61 75 79 80 81 82 83 84,66 75 80 81 82 83 84 85 86,0.5726613008949158,11.085172425683675,-0.08007811941206455,0.0,0.2930378314456409,1.0125413310455458,0.3333333432674408,1.0,-0.080078125,0.0,1.0540925565309005,0.080078125,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309,0.080078125,82,85,novel_view_anchor,novel_view_insert,create_anchor,,,novel_view,Progressing,forward,4,4.310035549237367,True,1.0,Turn Left,Walk,True,True,viewpoint_locomotion,True
96,80,83,87,0.9665385633707047,81,81-82-83,9,225280,0.0,0.0,150.35092970356345,0.9665385633707047,0.9665385633707047,0.9665385633707047,0.0,0.0,0.0,0.0,150.35092970356345,0.9665385633707047,0.03346143662929535,l1,False,False,KEEP,physmem_rule,trajectory_forward_progress|insert_hysteresis_enter=0.35|view=Novel View|selection=create_anchor|trajectory=Progressing:forward|prev=INSERT,0.6287430580259183,0.9665385633707047,Viewpoint Locomotion,depth,physmem_keep,66 75 80 81 82 83 84 85 86,66 75 80 84 85 86 87 88 89,0.5326329410680916,12.084370969722633,5.587935447692871e-09,0.0,-0.040028359826824275,0.9991985440389584,0.0,1.0,0.080078125,0.0,1.0,0.080078125,1.0,1.0,Novel View,0.5,0.9999999999999993,0.080078125,85,,,,create_anchor,,,novel_view,Progressing,forward,5,5.310035549237367,True,1.0,Turn Right,Walk,True,True,viewpoint_locomotion,True
99,80,86,90,0.978321785107255,84,84-85-86,9,225280,0.0,0.0,122.40634020417929,0.978321785107255,0.978321785107255,0.978321785107255,0.0,0.0,0.0,0.0,122.40634020417929,0.978321785107255,0.021678214892745018,l1,True,False,KEEP,physmem_rule,trajectory_forward_progress|insert_hysteresis_enter=0.35|view=Novel View|selection=create_anchor|trajectory=Progressing:forward|prev=KEEP,0.5865872499926237,0.978321785107255,Walk,depth,physmem_keep,66 75 80 84 85 86 87 88 89,66 75 80 87 88 89 90 91 92,0.1992996033885862,13.084370971585278,5.587935447692871e-09,0.0,-0.33333333767950535,1.0000000018626451,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,87,,,,create_anchor,,,novel_view,Progressing,forward,6,6.364128105768267,True,1.0,None,Walk,False,True,locomotion,True
102,80,89,93,0.9458210803568363,75,75-87,9,225280,0.0,0.0,58.769348077476025,0.9458210803568363,0.9458210803568363,0.9458210803568363,0.0,0.0,0.0,0.0,58.769348077476025,0.9458210803568363,0.05417891964316368,l1,True,False,INSERT,physmem_rule,trajectory_forward_progress|view=Novel View|selection=create_anchor|trajectory=Progressing:forward|prev=KEEP,0.5828010953969431,0.9458210803568363,Walk,depth,physmem_insert,66 75 80 87 88 89 90 91 92,66 80 88 89 90 91 92 93 94,-0.13403373429091914,14.084370973447923,5.587935447692871e-09,0.0,-0.33333333767950535,1.0000000018626451,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,90,93,novel_view_anchor,novel_view_insert,create_anchor,,,novel_view,Progressing,forward,7,7.418220662299167,True,1.0,None,Walk,False,True,locomotion,True
105,88,91,95,0.9793235883116722,89,89-90-91,9,225280,0.0,0.0,213.08972593396902,0.9793235883116722,0.9793235883116722,0.9793235883116722,0.0,0.0,0.0,0.0,213.08972593396902,0.9793235883116722,0.02067641168832779,l1,False,False,KEEP,physmem_rule,trajectory_forward_progress|insert_hysteresis_enter=0.35|view=Revisit|selection=retrieve_anchor|trajectory=Progressing:forward|prev=INSERT,0.6568629263843779,0.9793235883116722,Walk,depth,physmem_keep,66 80 88 89 90 91 92 93 94,66 80 88 92 93 94 95 96 97,0.19929961270181207,14.75103765812016,5.587935447692871e-09,0.0,0.3333333469927312,0.6666666846722364,0.3333333432674408,0.6666666865348816,0.0,0.0,0.7453560147132695,0.0,1.0,0.7453560147132695,Revisit,0.5030959901911536,0.7453560147132695,0.0,93,,,,retrieve_anchor,93,novel_view_anchor,revisit_nearest_anchor:0.7454,Progressing,forward,8,8.163576677012436,True,1.0,None,Walk,False,True,locomotion,True
108,88,94,98,0.979274844750762,92,92-94-95,9,225280,0.0,0.0,136.03757927194238,0.979274844750762,0.979274844750762,0.979274844750762,0.0,0.0,0.0,0.0,136.03757927194238,0.979274844750762,0.020725155249238014,l1,True,False,KEEP,physmem_rule,selection_retrieve_anchor|view=Revisit|selection=retrieve_anchor|trajectory=Starting:right|prev=KEEP,0.599056574093952,0.979274844750762,Right,depth,physmem_keep,66 80 88 92 93 94 95 96 97,66 80 88 93 96 97 98 99 100,0.5326329559692529,14.751037656257514,5.587935447692871e-09,0.0,0.3333333432674408,-1.8626452047421083e-09,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.3333333432674408,Revisit,0.7777777711550394,0.3333333432674408,0.0,95,,,,retrieve_anchor,93,novel_view_anchor,revisit_nearest_anchor:0.9428,Starting,right,1,0.3333333432674408,False,0.75,None,Right,False,True,lateral_motion,True
111,88,97,101,0.976724224165082,93,93-96-97,9,225280,0.0,0.0,65.68229058757424,0.976724224165082,0.976724224165082,0.976724224165082,0.0,0.0,0.0,0.0,65.68229058757424,0.976724224165082,0.023275775834918022,l1,True,False,KEEP,physmem_rule,selection_protect_current|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5914081515337306,0.976724224165082,Turn Left,depth,physmem_keep,66 80 88 93 96 97 98 99 100,66 80 88 98 99 100 101 102 103,0.5326329559692529,14.751037656257514,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,98,101,turn_anchor,view_transition,protect_current,,,view_transition,Idle,none,0,0.0,False,0.0,Turn Left,None,True,False,viewpoint_change,True
114,88,100,104,0.9658903516829014,98,98-99-100,9,225280,0.0,0.0,60.32965797930956,0.9658903516829014,0.9658903516829014,0.9658903516829014,0.0,0.0,0.0,0.0,60.32965797930956,0.9658903516829014,0.03410964831709862,l1,True,False,KEEP,physmem_rule,selection_protect_current|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5610063314878502,0.9658903516829014,Turn Left,depth,physmem_keep,66 80 88 98 99 100 101 102 103,66 80 88 101 102 103 104 105 106,0.5326329559692529,14.751037656257514,-0.35937499441206455,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,98,,,,protect_current,,,view_transition,Idle,none,0,0.0,False,0.0,Turn Left,None,True,False,viewpoint_change,True
117,88,103,107,0.9583559632301331,102,102-103-104,9,225280,0.0,0.0,86.72154089435935,0.9583559632301331,0.9583559632301331,0.9583559632301331,0.0,0.0,0.0,0.0,86.72154089435935,0.9583559632301331,0.04164403676986694,l1,True,False,KEEP,physmem_rule,selection_retrieve_anchor|view=Revisit|selection=retrieve_anchor|trajectory=Starting:left|prev=KEEP,0.5995116596200243,0.9583559632301331,Viewpoint Locomotion,depth,physmem_keep,66 80 88 101 102 103 104 105 106,66 80 88 101 105 106 107 108 109,0.21722366673086768,14.643203997337926,-0.29947916232049465,0.0,-0.3154092892383852,-0.10783365891958879,-0.3333333432674408,0.0,0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.4992971676336348,0.10931317446005465,0.2994791679084301,95,107,revisit_anchor,pose_revisit,retrieve_anchor,101,turn_anchor,revisit_nearest_anchor:0.3333,Starting,left,1,0.3333333432674408,False,0.75,Turn Right,Left,True,True,viewpoint_locomotion,True
